lambda,n_steps,Ns,Nb,Nq,Na,cash_mode,s_mode,q_mode,action_mode,interp_method,control_mode,n_quad,config_id,solve_seconds,rmse_bellman,rmse_delta_same_frequency,rmse_ratio_vs_delta,mae_bellman,bias_bellman,mean_cost_bellman,mean_turnover_bellman,mean_trades_bellman,hold_width_mean,hold_fraction_grid,HOLD_width,HOLD_fraction,s_grid_min,s_grid_max,cash_grid_min,cash_grid_max,q_grid_min,q_grid_max,buy_frequency,hold_frequency,sell_frequency,fraction_s_near_boundary,fraction_cash_near_boundary,fraction_s_outside_grid,fraction_cash_outside_grid,fraction_near_boundaries,fraction_transition_s_outside_grid,fraction_transition_cash_outside_grid,hold_fraction_realized,buy_fraction_realized,sell_fraction_realized,sweep_parameter,sweep_value
0.002,8,31,31,17,33,empirical_quantile,strike_dense,uniform,uniform,linear,discrete,3,OFAT_q_mode_uniform,1.4323735999987548,2.7178794125742005,2.4014753520002725,1.1317540320829793,1.9666423866654337,-0.19149413045844887,0.2582938605274368,1.27871875,5.144,0.00025201612903225806,0.03839444206402645,0.00025201612903225806,0.357,34.99999999999999,259.99999999999994,-119.0471795986437,11.334100995800767,0.0,1.0,0.4159375,0.357,0.2270625,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.357,0.4159375,0.2270625,q_mode,uniform
0.002,8,31,31,17,33,empirical_quantile,strike_dense,boundary_refined,uniform,linear,discrete,3,OFAT_q_mode_boundary_refined,1.697057199999108,2.9359980756365984,2.4014753520002725,1.2225809743127711,2.1588557236965404,-0.08958405833903316,0.2658067958253019,1.313265625,3.9355,0.0007539261918128075,0.024086429577033726,0.0007539261918128075,0.5080625,34.99999999999999,259.99999999999994,-119.0471795986437,11.334100995800767,0.0,1.0,0.2910625,0.5080625,0.200875,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.5080625,0.2910625,0.200875,q_mode,boundary_refined
