n_steps,Ns,Nq,Nb,n_quad,control,interpolation,rmse_policy_interior,mae_policy_interior,max_abs_policy_interior,rmse_policy_global,mae_policy_global,max_abs_policy_global,rmse_hedge_bellman,rmse_hedge_delta_same_frequency,rmse_hedge_ratio
24,51,0,0,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.00792956434960849,0.005148618102725701,0.05471556018509355,0.13987827813385392,0.06495359963187845,0.8004580298748576,1.3511223195757536,1.3772667090679844,0.9810171920078405
24,101,0,0,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.006058326590000822,0.004013284956874659,0.041162588394849764,0.1383923523777668,0.06315006330012705,0.7999129402595887,1.3453323684347154,1.3772667090679844,0.9768132487171788
24,201,0,0,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.005432794749026269,0.003632940574324023,0.041162588394849764,0.13762291691955802,0.062340410439164606,0.7996782570122174,1.3435147669120187,1.3772667090679844,0.9754935322739295
24,401,0,0,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.005268746263795104,0.003484615615159751,0.041162588394849764,0.13725635219849608,0.06198698516016521,0.799492207805149,1.3432674280293802,1.3772667090679844,0.9753139455018033
