lambda,n_steps,Ns,Nb,Nq,Na,cash_mode,s_mode,q_mode,action_mode,interp_method,control_mode,n_quad,config_id,solve_seconds,rmse_bellman,rmse_delta_same_frequency,rmse_ratio_vs_delta,mae_bellman,bias_bellman,mean_cost_bellman,mean_turnover_bellman,mean_trades_bellman,hold_width_mean,hold_fraction_grid,HOLD_width,HOLD_fraction,s_grid_min,s_grid_max,cash_grid_min,cash_grid_max,q_grid_min,q_grid_max,buy_frequency,hold_frequency,sell_frequency,fraction_s_near_boundary,fraction_cash_near_boundary,fraction_s_outside_grid,fraction_cash_outside_grid,fraction_near_boundaries,fraction_transition_s_outside_grid,fraction_transition_cash_outside_grid,hold_fraction_realized,buy_fraction_realized,sell_fraction_realized,sweep_parameter,sweep_value
0.002,8,31,31,17,33,empirical_quantile,strike_dense,uniform,uniform,linear,discrete,3,OFAT_action_mode_uniform,3.2085998999991716,2.8878252053372595,2.4014753520002725,1.2025212763195297,2.11003849661873,-0.24398782542513736,0.26087556768813563,1.291890625,4.7785,0.0010080645161290322,0.0446379384219869,0.0010080645161290322,0.4026875,34.99999999999999,259.99999999999994,-120.68408103683089,25.82040053710342,0.0,1.0,0.363125,0.4026875,0.2341875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4026875,0.363125,0.2341875,action_mode,uniform
0.002,8,31,31,17,33,empirical_quantile,strike_dense,uniform,boundary_refined,linear,discrete,3,OFAT_action_mode_boundary_refined,2.915291499999512,3.2660455452801758,2.4014753520002725,1.3600162677329886,2.430956617406713,-0.17319079447575125,0.23224948273425328,1.1307260144082805,3.7195,0.0007560483870967742,0.028792005876231867,0.0007560483870967742,0.5350625,34.99999999999999,259.99999999999994,-120.68408103683089,25.82040053710342,0.0,1.0,0.327,0.5350625,0.1379375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5350625,0.327,0.1379375,action_mode,boundary_refined
