n_steps,Ns,Nq,Nb,n_quad,control,interpolation,rmse_policy_interior,mae_policy_interior,max_abs_policy_interior,rmse_policy_global,mae_policy_global,max_abs_policy_global,rmse_hedge_bellman,rmse_hedge_delta_same_frequency,rmse_hedge_ratio,cash_grid_status
24,301,0,0,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.0053156503651850965,0.0035264347836241414,0.041162588394849764,0.13737478944231837,0.06209008976450159,0.7995869848266568,1.31464568621252,1.348460265024622,0.9749235630524978,eliminated_by_quadratic_wealth_reduction
24,301,0,21,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.0053156503651850965,0.0035264347836241414,0.041162588394849764,0.13737478944231837,0.06209008976450159,0.7995869848266568,1.31464568621252,1.348460265024622,0.9749235630524978,not_used_in_reduced_lambda0_solver
24,301,0,41,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.0053156503651850965,0.0035264347836241414,0.041162588394849764,0.13737478944231837,0.06209008976450159,0.7995869848266568,1.31464568621252,1.348460265024622,0.9749235630524978,not_used_in_reduced_lambda0_solver
24,301,0,81,9,continuous,linear in S for quadratic value coefficients; analytic quadratic minimization in wealth,0.0053156503651850965,0.0035264347836241414,0.041162588394849764,0.13737478944231837,0.06209008976450159,0.7995869848266568,1.31464568621252,1.348460265024622,0.9749235630524978,not_used_in_reduced_lambda0_solver
