lambda,time_index,t,S,hold_fraction,buy_fraction,sell_fraction,hold_width_q
0.002,1,0.0625,259.99999999999994,0.010607521697203472,0.7232401157184185,0.266152362584378,0.0
0.002,2,0.125,34.99999999999999,0.048216007714561235,0.7714561234329798,0.18032786885245902,0.004098360655737705
0.002,2,0.125,50.50432701434706,0.07232401157184185,0.3191899710703954,0.6084860173577628,0.06864754098360656
0.002,2,0.125,62.844824112624806,0.037608486017357765,0.3481195756991321,0.6142719382835101,0.02459016393442623
0.002,2,0.125,70.76884601578779,0.03567984570877531,0.39151398264223725,0.5728061716489875,0.02459016393442623
0.002,2,0.125,76.45004146747542,0.024108003857280617,0.4185149469623915,0.5573770491803278,0.01639344262295082
0.002,2,0.125,81.03660623863144,0.026036644165863067,0.4474445515911283,0.5265188042430087,0.01639344262295082
0.002,2,0.125,85.01576044541493,0.02507232401157184,0.46576663452266154,0.5091610414657667,0.012295081967213115
0.002,2,0.125,88.62915570681062,0.022179363548698167,0.476374156219865,0.5014464802314368,0.006147540983606557
0.002,2,0.125,92.01543416959255,0.01832208293153327,0.5043394406943105,0.4773384763741562,0.0030737704918032786
0.002,2,0.125,95.26417661238666,0.021215043394406944,0.5303760848601736,0.4484088717454195,0.0030737704918032786
0.002,2,0.125,100.0,0.01446480231436837,0.5554484088717454,0.43008678881388623,0.0
0.002,2,0.125,101.59235973731411,0.017357762777242044,0.5573770491803278,0.4252651880424301,0.0010245901639344263
0.002,2,0.125,104.76646316410954,0.01446480231436837,0.5959498553519769,0.38958534233365477,0.0
0.002,2,0.125,108.00359056176528,0.021215043394406944,0.6065573770491803,0.3722275795564127,0.0
0.002,2,0.125,111.34667556232345,0.019286403085824494,0.6258437801350049,0.3548698167791707,0.0
0.002,2,0.125,114.84323844475158,0.015429122468659595,0.6470588235294118,0.33751205400192863,0.0
0.002,2,0.125,118.54919016105582,0.017357762777242044,0.6615236258437801,0.32111861137897785,0.0
0.002,2,0.125,122.5337383187385,0.011571841851494697,0.5583413693346191,0.43008678881388623,0.0
0.002,2,0.125,126.88621285797235,0.010607521697203472,0.5380906460945034,0.4513018322082932,0.0
0.002,2,0.125,131.72587324717543,0.01253616200578592,0.5303760848601736,0.4570877531340405,0.0010245901639344263
0.002,2,0.125,137.2158034674972,0.007714561234329798,0.5583413693346191,0.4339440694310511,0.0
0.002,2,0.125,143.5806192876206,0.008678881388621022,0.5670202507232401,0.42430086788813887,0.0
0.002,2,0.125,151.12090748822354,0.007714561234329798,0.570877531340405,0.4214079074252652,0.0
0.002,2,0.125,160.19579252839088,0.0057859209257473485,0.6325940212150434,0.36162005785920925,0.0
0.002,2,0.125,171.10911494738463,0.008678881388621022,0.6460945033751205,0.3452266152362584,0.0
0.002,2,0.125,183.87445188001587,0.0048216007714561235,0.682738669238187,0.3124397299903568,0.0
0.002,2,0.125,198.08575235040416,0.007714561234329798,0.6721311475409836,0.3201542912246866,0.0
0.002,2,0.125,213.1554219136412,0.006750241080038573,0.7222757955641272,0.2709739633558341,0.0
0.002,2,0.125,228.63459156755098,0.007714561234329798,0.7309546769527483,0.26133076181292186,0.0
0.002,2,0.125,244.28426426841278,0.010607521697203472,0.7290260366441659,0.26036644165863065,0.0
0.002,2,0.125,259.99999999999994,0.009643201542912247,0.7270973963355835,0.26325940212150434,0.0
0.002,3,0.1875,34.99999999999999,0.04725168756027001,0.772420443587271,0.18032786885245902,0.0030737704918032786
0.002,3,0.1875,50.50432701434706,0.0781099324975892,0.3201542912246866,0.6017357762777242,0.07172131147540983
0.002,3,0.1875,62.844824112624806,0.040501446480231434,0.35294117647058826,0.6065573770491803,0.0235655737704918
0.002,3,0.1875,70.76884601578779,0.03664416586306654,0.39344262295081966,0.5699132111861138,0.025614754098360656
0.002,3,0.1875,76.45004146747542,0.02507232401157184,0.4223722275795564,0.5525554484088717,0.017418032786885244
0.002,3,0.1875,81.03660623863144,0.026036644165863067,0.4484088717454195,0.5255544840887174,0.015368852459016393
0.002,3,0.1875,85.01576044541493,0.024108003857280617,0.4686595949855352,0.5072324011571842,0.011270491803278689
0.002,3,0.1875,88.62915570681062,0.024108003857280617,0.4802314368370299,0.4956605593056895,0.00819672131147541
0.002,3,0.1875,92.01543416959255,0.020250723240115717,0.5072324011571842,0.4725168756027001,0.005122950819672131
0.002,3,0.1875,95.26417661238666,0.023143683702989394,0.5371263259402121,0.43972999035679844,0.005122950819672131
0.002,3,0.1875,100.0,0.013500482160077145,0.5593056894889104,0.42719382835101255,0.0010245901639344263
0.002,3,0.1875,101.59235973731411,0.015429122468659595,0.5631629701060752,0.4214079074252652,0.0
0.002,3,0.1875,104.76646316410954,0.01446480231436837,0.5959498553519769,0.38958534233365477,0.0
0.002,3,0.1875,108.00359056176528,0.01832208293153327,0.6152362584378014,0.36644165863066536,0.0
0.002,3,0.1875,111.34667556232345,0.01832208293153327,0.6403085824493732,0.3413693346190935,0.0
0.002,3,0.1875,114.84323844475158,0.01446480231436837,0.665380906460945,0.3201542912246866,0.0
0.002,3,0.1875,118.54919016105582,0.017357762777242044,0.682738669238187,0.29990356798457085,0.0
0.002,3,0.1875,122.5337383187385,0.015429122468659595,0.5766634522661523,0.40790742526518803,0.0
0.002,3,0.1875,126.88621285797235,0.008678881388621022,0.5593056894889104,0.43201542912246865,0.0
0.002,3,0.1875,131.72587324717543,0.010607521697203472,0.5544840887174542,0.43490838958534234,0.0
0.002,3,0.1875,137.2158034674972,0.010607521697203472,0.5766634522661523,0.4127290260366442,0.0
0.002,3,0.1875,143.5806192876206,0.009643201542912247,0.5824493731918997,0.40790742526518803,0.0
0.002,3,0.1875,151.12090748822354,0.008678881388621022,0.5978784956605593,0.39344262295081966,0.0
0.002,3,0.1875,160.19579252839088,0.0048216007714561235,0.6432015429122468,0.351976856316297,0.0
0.002,3,0.1875,171.10911494738463,0.006750241080038573,0.6557377049180327,0.33751205400192863,0.0
0.002,3,0.1875,183.87445188001587,0.003857280617164899,0.6914175506268081,0.304725168756027,0.0
0.002,3,0.1875,198.08575235040416,0.006750241080038573,0.6808100289296046,0.3124397299903568,0.0
0.002,3,0.1875,213.1554219136412,0.007714561234329798,0.7242044358727098,0.26808100289296044,0.0
0.002,3,0.1875,228.63459156755098,0.007714561234329798,0.733847637415622,0.25843780135004824,0.0
0.002,3,0.1875,244.28426426841278,0.010607521697203472,0.7328833172613307,0.25650916104146576,0.0
0.002,3,0.1875,259.99999999999994,0.009643201542912247,0.7280617164898746,0.26229508196721313,0.0
0.002,4,0.25,34.99999999999999,0.04725168756027001,0.7753134040501446,0.17743490838958534,0.0030737704918032786
0.002,4,0.25,50.50432701434706,0.07907425265188042,0.3191899710703954,0.6017357762777242,0.0706967213114754
0.002,4,0.25,62.844824112624806,0.044358727097396335,0.3510125361620058,0.6046287367405979,0.02663934426229508
0.002,4,0.25,70.76884601578779,0.037608486017357765,0.39247830279652846,0.5699132111861138,0.02459016393442623
0.002,4,0.25,76.45004146747542,0.02700096432015429,0.4214079074252652,0.5515911282545806,0.017418032786885244
0.002,4,0.25,81.03660623863144,0.02892960462873674,0.4474445515911283,0.523625843780135,0.017418032786885244
0.002,4,0.25,85.01576044541493,0.02700096432015429,0.46673095467695275,0.506268081002893,0.014344262295081968
0.002,4,0.25,88.62915570681062,0.027965284474445518,0.476374156219865,0.4956605593056895,0.010245901639344262
0.002,4,0.25,92.01543416959255,0.02507232401157184,0.49855351976856316,0.476374156219865,0.007172131147540984
0.002,4,0.25,95.26417661238666,0.02507232401157184,0.5351976856316297,0.43972999035679844,0.006147540983606557
0.002,4,0.25,100.0,0.01832208293153327,0.5554484088717454,0.4262295081967213,0.0010245901639344263
0.002,4,0.25,101.59235973731411,0.015429122468659595,0.5631629701060752,0.4214079074252652,0.0
0.002,4,0.25,104.76646316410954,0.015429122468659595,0.5901639344262295,0.3944069431051109,0.0
0.002,4,0.25,108.00359056176528,0.017357762777242044,0.6248794599807136,0.35776277724204436,0.0
0.002,4,0.25,111.34667556232345,0.01832208293153327,0.6460945033751205,0.3355834136933462,0.0
0.002,4,0.25,114.84323844475158,0.011571841851494697,0.6663452266152362,0.32208293153326906,0.0
0.002,4,0.25,118.54919016105582,0.009643201542912247,0.6923818707810994,0.29797492767598843,0.0
0.002,4,0.25,122.5337383187385,0.006750241080038573,0.626808100289296,0.36644165863066536,0.0
0.002,4,0.25,126.88621285797235,0.008678881388621022,0.5756991321118612,0.4156219864995178,0.0
0.002,4,0.25,131.72587324717543,0.011571841851494697,0.5718418514946962,0.4165863066538091,0.0
0.002,4,0.25,137.2158034674972,0.008678881388621022,0.5756991321118612,0.4156219864995178,0.0
0.002,4,0.25,143.5806192876206,0.006750241080038573,0.5940212150433944,0.39922854387656703,0.0
0.002,4,0.25,151.12090748822354,0.0048216007714561235,0.6084860173577628,0.3866923818707811,0.0
0.002,4,0.25,160.19579252839088,0.003857280617164899,0.6441658630665381,0.351976856316297,0.0
0.002,4,0.25,171.10911494738463,0.0057859209257473485,0.6586306653809064,0.3355834136933462,0.0
0.002,4,0.25,183.87445188001587,0.003857280617164899,0.6894889103182257,0.30665380906460943,0.0
0.002,4,0.25,198.08575235040416,0.0048216007714561235,0.6846673095467696,0.3105110896817743,0.0
0.002,4,0.25,213.1554219136412,0.006750241080038573,0.7242044358727098,0.2690453230472517,0.0
0.002,4,0.25,228.63459156755098,0.007714561234329798,0.7348119575699132,0.25747348119575697,0.0
0.002,4,0.25,244.28426426841278,0.008678881388621022,0.7309546769527483,0.26036644165863065,0.0
0.002,4,0.25,259.99999999999994,0.007714561234329798,0.7309546769527483,0.26133076181292186,0.0
0.002,5,0.3125,34.99999999999999,0.048216007714561235,0.7762777242044359,0.1755062680810029,0.0030737704918032786
0.002,5,0.3125,50.50432701434706,0.07521697203471553,0.32594021215043395,0.5988428158148505,0.06864754098360656
0.002,5,0.3125,62.844824112624806,0.04532304725168756,0.3558341369334619,0.5988428158148505,0.030737704918032786
0.002,5,0.3125,70.76884601578779,0.03471552555448409,0.39729990356798456,0.5679845708775313,0.02151639344262295
0.002,5,0.3125,76.45004146747542,0.03278688524590164,0.4252651880424301,0.5419479267116682,0.020491803278688523
0.002,5,0.3125,81.03660623863144,0.03182256509161042,0.4484088717454195,0.5197685631629702,0.0194672131147541
0.002,5,0.3125,85.01576044541493,0.02700096432015429,0.47058823529411764,0.502410800385728,0.01331967213114754
0.002,5,0.3125,88.62915570681062,0.026036644165863067,0.4831243972999036,0.49083895853423337,0.009221311475409836
0.002,5,0.3125,92.01543416959255,0.026036644165863067,0.5043394406943105,0.46962391513982643,0.009221311475409836
0.002,5,0.3125,95.26417661238666,0.027965284474445518,0.5265188042430087,0.4455159112825458,0.006147540983606557
0.002,5,0.3125,100.0,0.017357762777242044,0.5699132111861138,0.4127290260366442,0.0010245901639344263
0.002,5,0.3125,101.59235973731411,0.01639344262295082,0.5756991321118612,0.40790742526518803,0.0
0.002,5,0.3125,104.76646316410954,0.022179363548698167,0.5949855351976856,0.3828351012536162,0.0020491803278688526
0.002,5,0.3125,108.00359056176528,0.023143683702989394,0.6354869816779171,0.3413693346190935,0.0010245901639344263
0.002,5,0.3125,111.34667556232345,0.020250723240115717,0.6557377049180327,0.3240115718418515,0.0
0.002,5,0.3125,114.84323844475158,0.010607521697203472,0.6702025072324012,0.3191899710703954,0.0
0.002,5,0.3125,118.54919016105582,0.006750241080038573,0.6962391513982642,0.2970106075216972,0.0
0.002,5,0.3125,122.5337383187385,0.006750241080038573,0.6441658630665381,0.3490838958534233,0.0
0.002,5,0.3125,126.88621285797235,0.007714561234329798,0.5930568948891032,0.39922854387656703,0.0
0.002,5,0.3125,131.72587324717543,0.006750241080038573,0.5920925747348119,0.40115718418514945,0.0
0.002,5,0.3125,137.2158034674972,0.0048216007714561235,0.5969141755062681,0.3982642237222758,0.0
0.002,5,0.3125,143.5806192876206,0.007714561234329798,0.6065573770491803,0.3857280617164899,0.0
0.002,5,0.3125,151.12090748822354,0.006750241080038573,0.6210221793635486,0.3722275795564127,0.0
0.002,5,0.3125,160.19579252839088,0.0048216007714561235,0.6538090646094503,0.3413693346190935,0.0
0.002,5,0.3125,171.10911494738463,0.0057859209257473485,0.6730954676952748,0.32111861137897785,0.0
0.002,5,0.3125,183.87445188001587,0.0048216007714561235,0.6962391513982642,0.29893924783027964,0.0
0.002,5,0.3125,198.08575235040416,0.0057859209257473485,0.6962391513982642,0.29797492767598843,0.0
0.002,5,0.3125,213.1554219136412,0.0057859209257473485,0.7270973963355835,0.26711668273866923,0.0
0.002,5,0.3125,228.63459156755098,0.006750241080038573,0.742526518804243,0.2507232401157184,0.0
0.002,5,0.3125,244.28426426841278,0.008678881388621022,0.7328833172613307,0.25843780135004824,0.0
0.002,5,0.3125,259.99999999999994,0.007714561234329798,0.7319189971070396,0.26036644165863065,0.0
0.002,6,0.375,34.99999999999999,0.04918032786885246,0.7743490838958534,0.17647058823529413,0.004098360655737705
0.002,6,0.375,50.50432701434706,0.0742526518804243,0.32497589199614274,0.600771456123433,0.0706967213114754
0.002,6,0.375,62.844824112624806,0.048216007714561235,0.35294117647058826,0.5988428158148505,0.03790983606557377
0.002,6,0.375,70.76884601578779,0.04243008678881389,0.39729990356798456,0.5602700096432015,0.02971311475409836
0.002,6,0.375,76.45004146747542,0.03182256509161042,0.42430086788813887,0.5438765670202508,0.0194672131147541
0.002,6,0.375,81.03660623863144,0.03857280617164899,0.44358727097396333,0.5178399228543876,0.0235655737704918
0.002,6,0.375,85.01576044541493,0.03085824493731919,0.46673095467695275,0.502410800385728,0.018442622950819672
0.002,6,0.375,88.62915570681062,0.027965284474445518,0.4792671166827387,0.4927675988428158,0.012295081967213115
0.002,6,0.375,92.01543416959255,0.029893924783027964,0.49758919961427195,0.4725168756027001,0.011270491803278689
0.002,6,0.375,95.26417661238666,0.02892960462873674,0.523625843780135,0.4474445515911283,0.00819672131147541
0.002,6,0.375,100.0,0.02700096432015429,0.5660559305689489,0.4069431051108968,0.0020491803278688526
0.002,6,0.375,101.59235973731411,0.026036644165863067,0.5728061716489875,0.40115718418514945,0.0030737704918032786
0.002,6,0.375,104.76646316410954,0.02700096432015429,0.5911282545805208,0.381870781099325,0.0020491803278688526
0.002,6,0.375,108.00359056176528,0.026036644165863067,0.6258437801350049,0.3481195756991321,0.0
0.002,6,0.375,111.34667556232345,0.01832208293153327,0.6634522661523626,0.31822565091610416,0.0020491803278688526
0.002,6,0.375,114.84323844475158,0.009643201542912247,0.6682738669238187,0.32208293153326906,0.0
0.002,6,0.375,118.54919016105582,0.007714561234329798,0.6972034715525555,0.29508196721311475,0.0
0.002,6,0.375,122.5337383187385,0.006750241080038573,0.695274831243973,0.29797492767598843,0.0
0.002,6,0.375,126.88621285797235,0.006750241080038573,0.5940212150433944,0.39922854387656703,0.0
0.002,6,0.375,131.72587324717543,0.006750241080038573,0.5911282545805208,0.4021215043394407,0.0
0.002,6,0.375,137.2158034674972,0.0048216007714561235,0.5891996142719382,0.4059787849566056,0.0
0.002,6,0.375,143.5806192876206,0.0048216007714561235,0.6065573770491803,0.38862102217936356,0.0
0.002,6,0.375,151.12090748822354,0.0048216007714561235,0.6219864995178399,0.37319189971070393,0.0
0.002,6,0.375,160.19579252839088,0.0057859209257473485,0.6470588235294118,0.3471552555448409,0.0
0.002,6,0.375,171.10911494738463,0.0048216007714561235,0.6673095467695275,0.32786885245901637,0.0
0.002,6,0.375,183.87445188001587,0.0048216007714561235,0.6943105110896818,0.3008678881388621,0.0
0.002,6,0.375,198.08575235040416,0.0048216007714561235,0.695274831243973,0.29990356798457085,0.0
0.002,6,0.375,213.1554219136412,0.006750241080038573,0.7242044358727098,0.2690453230472517,0.0
0.002,6,0.375,228.63459156755098,0.0057859209257473485,0.7405978784956606,0.2536162005785921,0.0
0.002,6,0.375,244.28426426841278,0.013500482160077145,0.7280617164898746,0.25843780135004824,0.0
0.002,6,0.375,259.99999999999994,0.008678881388621022,0.7299903567984571,0.26133076181292186,0.0
0.002,7,0.4375,34.99999999999999,0.04918032786885246,0.7753134040501446,0.1755062680810029,0.004098360655737705
0.002,7,0.4375,50.50432701434706,0.07135969141755062,0.33365477338476374,0.5949855351976856,0.05737704918032787
0.002,7,0.4375,62.844824112624806,0.05400192864030858,0.35679845708775315,0.5891996142719382,0.042008196721311473
0.002,7,0.4375,70.76884601578779,0.04725168756027001,0.39922854387656703,0.553519768563163,0.03381147540983607
0.002,7,0.4375,76.45004146747542,0.03471552555448409,0.43105110896817744,0.5342333654773385,0.0235655737704918
0.002,7,0.4375,81.03660623863144,0.03857280617164899,0.4474445515911283,0.5139826422372228,0.025614754098360656
0.002,7,0.4375,85.01576044541493,0.03664416586306654,0.46769527483124396,0.4956605593056895,0.025614754098360656
0.002,7,0.4375,88.62915570681062,0.02700096432015429,0.4869816779170685,0.48601735776277727,0.014344262295081968
0.002,7,0.4375,92.01543416959255,0.02892960462873674,0.5101253616200578,0.4609450337512054,0.00819672131147541
0.002,7,0.4375,95.26417661238666,0.027965284474445518,0.5265188042430087,0.4455159112825458,0.006147540983606557
0.002,7,0.4375,100.0,0.024108003857280617,0.5978784956605593,0.3780135004821601,0.0030737704918032786
0.002,7,0.4375,101.59235973731411,0.024108003857280617,0.5998071359691417,0.3760848601735776,0.0020491803278688526
0.002,7,0.4375,104.76646316410954,0.023143683702989394,0.6104146576663452,0.36644165863066536,0.0010245901639344263
0.002,7,0.4375,108.00359056176528,0.017357762777242044,0.6374156219864995,0.3452266152362584,0.0030737704918032786
0.002,7,0.4375,111.34667556232345,0.013500482160077145,0.6721311475409836,0.31436837029893927,0.0
0.002,7,0.4375,114.84323844475158,0.011571841851494697,0.6682738669238187,0.3201542912246866,0.0
0.002,7,0.4375,118.54919016105582,0.006750241080038573,0.6981677917068466,0.29508196721311475,0.0
0.002,7,0.4375,122.5337383187385,0.008678881388621022,0.7000964320154291,0.29122468659594986,0.0
0.002,7,0.4375,126.88621285797235,0.007714561234329798,0.6027000964320154,0.38958534233365477,0.0
0.002,7,0.4375,131.72587324717543,0.0057859209257473485,0.6075216972034716,0.3866923818707811,0.0
0.002,7,0.4375,137.2158034674972,0.0048216007714561235,0.6046287367405979,0.390549662487946,0.0
0.002,7,0.4375,143.5806192876206,0.0048216007714561235,0.6200578592092575,0.3751205400192864,0.0
0.002,7,0.4375,151.12090748822354,0.0048216007714561235,0.6354869816779171,0.35969141755062684,0.0
0.002,7,0.4375,160.19579252839088,0.0048216007714561235,0.6518804243008679,0.343297974927676,0.0
0.002,7,0.4375,171.10911494738463,0.0048216007714561235,0.6779170684667309,0.3172613307618129,0.0
0.002,7,0.4375,183.87445188001587,0.0048216007714561235,0.7010607521697203,0.29411764705882354,0.0
0.002,7,0.4375,198.08575235040416,0.0048216007714561235,0.7107039537126326,0.2844744455159113,0.0
0.002,7,0.4375,213.1554219136412,0.006750241080038573,0.7280617164898746,0.2651880424300868,0.0
0.002,7,0.4375,228.63459156755098,0.006750241080038573,0.7454194792671167,0.24783027965284474,0.0
0.002,7,0.4375,244.28426426841278,0.015429122468659595,0.7299903567984571,0.25458052073288334,0.0
0.002,7,0.4375,259.99999999999994,0.009643201542912247,0.7348119575699132,0.25554484088717455,0.0
0.002,8,0.5,34.99999999999999,0.052073288331726135,0.7733847637415622,0.17454194792671165,0.005122950819672131
0.002,8,0.5,50.50432701434706,0.07714561234329798,0.32497589199614274,0.5978784956605593,0.06659836065573771
0.002,8,0.5,62.844824112624806,0.05785920925747348,0.35390549662487947,0.5882352941176471,0.04405737704918033
0.002,8,0.5,70.76884601578779,0.04725168756027001,0.4030858244937319,0.549662487945998,0.030737704918032786
0.002,8,0.5,76.45004146747542,0.03857280617164899,0.4262295081967213,0.5351976856316297,0.025614754098360656
0.002,8,0.5,81.03660623863144,0.03953712632594021,0.4474445515911283,0.5130183220829315,0.02663934426229508
0.002,8,0.5,85.01576044541493,0.037608486017357765,0.46383799421407906,0.49855351976856316,0.0235655737704918
0.002,8,0.5,88.62915570681062,0.033751205400192864,0.476374156219865,0.48987463837994216,0.020491803278688523
0.002,8,0.5,92.01543416959255,0.029893924783027964,0.502410800385728,0.46769527483124396,0.012295081967213115
0.002,8,0.5,95.26417661238666,0.03182256509161042,0.523625843780135,0.4445515911282546,0.010245901639344262
0.002,8,0.5,100.0,0.01832208293153327,0.5949855351976856,0.3866923818707811,0.0020491803278688526
0.002,8,0.5,101.59235973731411,0.017357762777242044,0.6075216972034716,0.3751205400192864,0.0010245901639344263
0.002,8,0.5,104.76646316410954,0.022179363548698167,0.6142719382835101,0.36354869816779173,0.0020491803278688526
0.002,8,0.5,108.00359056176528,0.019286403085824494,0.630665380906461,0.3500482160077146,0.004098360655737705
0.002,8,0.5,111.34667556232345,0.010607521697203472,0.6721311475409836,0.3172613307618129,0.0
0.002,8,0.5,114.84323844475158,0.010607521697203472,0.6682738669238187,0.32111861137897785,0.0
0.002,8,0.5,118.54919016105582,0.006750241080038573,0.6933461909353905,0.29990356798457085,0.0
0.002,8,0.5,122.5337383187385,0.007714561234329798,0.7068466730954677,0.2854387656702025,0.0
0.002,8,0.5,126.88621285797235,0.006750241080038573,0.5998071359691417,0.39344262295081966,0.0
0.002,8,0.5,131.72587324717543,0.0057859209257473485,0.600771456123433,0.39344262295081966,0.0
0.002,8,0.5,137.2158034674972,0.0048216007714561235,0.5843780135004821,0.4108003857280617,0.0
