lambda,time_index,t,S,hold_fraction,buy_fraction,sell_fraction,hold_width_q
0.002,8,0.5,143.5806192876206,0.0048216007714561235,0.609450337512054,0.3857280617164899,0.0
0.002,8,0.5,151.12090748822354,0.0048216007714561235,0.6277724204435873,0.3674059787849566,0.0
0.002,8,0.5,160.19579252839088,0.0048216007714561235,0.6460945033751205,0.3490838958534233,0.0
0.002,8,0.5,171.10911494738463,0.0048216007714561235,0.6673095467695275,0.32786885245901637,0.0
0.002,8,0.5,183.87445188001587,0.006750241080038573,0.6962391513982642,0.2970106075216972,0.0
0.002,8,0.5,198.08575235040416,0.0057859209257473485,0.7010607521697203,0.29315332690453233,0.0
0.002,8,0.5,213.1554219136412,0.008678881388621022,0.7174541947926711,0.2738669238187078,0.0
0.002,8,0.5,228.63459156755098,0.007714561234329798,0.733847637415622,0.25843780135004824,0.0
0.002,8,0.5,244.28426426841278,0.015429122468659595,0.7251687560270009,0.25940212150433944,0.0
0.002,8,0.5,259.99999999999994,0.008678881388621022,0.7328833172613307,0.25843780135004824,0.0
0.002,9,0.5625,34.99999999999999,0.055930568948891035,0.7695274831243973,0.17454194792671165,0.009221311475409836
0.002,9,0.5625,50.50432701434706,0.08678881388621022,0.32786885245901637,0.5853423336547734,0.07172131147540983
0.002,9,0.5625,62.844824112624806,0.06364513018322084,0.36451301832208294,0.5718418514946962,0.04815573770491803
0.002,9,0.5625,70.76884601578779,0.05014464802314368,0.4098360655737705,0.5400192864030858,0.03278688524590164
0.002,9,0.5625,76.45004146747542,0.04339440694310511,0.43683702989392476,0.5197685631629702,0.027663934426229508
0.002,9,0.5625,81.03660623863144,0.044358727097396335,0.4503375120540019,0.5053037608486017,0.028688524590163935
0.002,9,0.5625,85.01576044541493,0.04339440694310511,0.46962391513982643,0.4869816779170685,0.02971311475409836
0.002,9,0.5625,88.62915570681062,0.04243008678881389,0.485053037608486,0.4725168756027001,0.025614754098360656
0.002,9,0.5625,92.01543416959255,0.03471552555448409,0.5159112825458052,0.4493731918997107,0.017418032786885244
0.002,9,0.5625,95.26417661238666,0.03567984570877531,0.5361620057859209,0.42815814850530376,0.014344262295081968
0.002,9,0.5625,100.0,0.020250723240115717,0.6075216972034716,0.3722275795564127,0.0020491803278688526
0.002,9,0.5625,101.59235973731411,0.01639344262295082,0.6190935390549662,0.36451301832208294,0.0010245901639344263
0.002,9,0.5625,104.76646316410954,0.01832208293153327,0.6210221793635486,0.36065573770491804,0.0010245901639344263
0.002,9,0.5625,108.00359056176528,0.01639344262295082,0.6354869816779171,0.3481195756991321,0.0020491803278688526
0.002,9,0.5625,111.34667556232345,0.015429122468659595,0.6663452266152362,0.31822565091610416,0.0020491803278688526
0.002,9,0.5625,114.84323844475158,0.011571841851494697,0.6673095467695275,0.32111861137897785,0.0010245901639344263
0.002,9,0.5625,118.54919016105582,0.0057859209257473485,0.6914175506268081,0.30279652844744454,0.0
0.002,9,0.5625,122.5337383187385,0.006750241080038573,0.7078109932497589,0.2854387656702025,0.0
0.002,9,0.5625,126.88621285797235,0.006750241080038573,0.6104146576663452,0.3828351012536162,0.0
0.002,9,0.5625,131.72587324717543,0.0057859209257473485,0.6113789778206364,0.3828351012536162,0.0
0.002,9,0.5625,137.2158034674972,0.0048216007714561235,0.6113789778206364,0.3837994214079074,0.0
0.002,9,0.5625,143.5806192876206,0.0048216007714561235,0.6277724204435873,0.3674059787849566,0.0
0.002,9,0.5625,151.12090748822354,0.0048216007714561235,0.6374156219864995,0.35776277724204436,0.0
0.002,9,0.5625,160.19579252839088,0.0048216007714561235,0.6547733847637416,0.3404050144648023,0.0
0.002,9,0.5625,171.10911494738463,0.007714561234329798,0.682738669238187,0.3095467695274831,0.0
0.002,9,0.5625,183.87445188001587,0.006750241080038573,0.7000964320154291,0.29315332690453233,0.0
0.002,9,0.5625,198.08575235040416,0.007714561234329798,0.712632594021215,0.2796528447444552,0.0
0.002,9,0.5625,213.1554219136412,0.010607521697203472,0.733847637415622,0.25554484088717455,0.0
0.002,9,0.5625,228.63459156755098,0.009643201542912247,0.7405978784956606,0.24975891996142718,0.0
0.002,9,0.5625,244.28426426841278,0.01446480231436837,0.7377049180327869,0.24783027965284474,0.0
0.002,9,0.5625,259.99999999999994,0.010607521697203472,0.7367405978784957,0.25265188042430087,0.0
0.002,10,0.625,34.99999999999999,0.05785920925747348,0.7695274831243973,0.1726133076181292,0.010245901639344262
0.002,10,0.625,50.50432701434706,0.08678881388621022,0.32690453230472516,0.5863066538090647,0.07581967213114754
0.002,10,0.625,62.844824112624806,0.0665380906460945,0.36065573770491804,0.5728061716489875,0.04610655737704918
0.002,10,0.625,70.76884601578779,0.05689488910318226,0.4030858244937319,0.5400192864030858,0.039959016393442626
0.002,10,0.625,76.45004146747542,0.05110896817743491,0.42912246865959497,0.5197685631629702,0.03278688524590164
0.002,10,0.625,81.03660623863144,0.044358727097396335,0.4513018322082932,0.5043394406943105,0.02459016393442623
0.002,10,0.625,85.01576044541493,0.04725168756027001,0.46962391513982643,0.4831243972999036,0.031762295081967214
0.002,10,0.625,88.62915570681062,0.04339440694310511,0.4831243972999036,0.4734811957569913,0.02459016393442623
0.002,10,0.625,92.01543416959255,0.03953712632594021,0.5014464802314368,0.45901639344262296,0.0194672131147541
0.002,10,0.625,95.26417661238666,0.04725168756027001,0.523625843780135,0.42912246865959497,0.02151639344262295
0.002,10,0.625,100.0,0.03471552555448409,0.5728061716489875,0.39247830279652846,0.012295081967213115
0.002,10,0.625,101.59235973731411,0.02507232401157184,0.5911282545805208,0.3837994214079074,0.004098360655737705
0.002,10,0.625,104.76646316410954,0.020250723240115717,0.6104146576663452,0.36933461909353904,0.0020491803278688526
0.002,10,0.625,108.00359056176528,0.020250723240115717,0.6229508196721312,0.35679845708775315,0.0020491803278688526
0.002,10,0.625,111.34667556232345,0.017357762777242044,0.6432015429122468,0.3394406943105111,0.004098360655737705
0.002,10,0.625,114.84323844475158,0.017357762777242044,0.6644165863066538,0.31822565091610416,0.004098360655737705
0.002,10,0.625,118.54919016105582,0.013500482160077145,0.6788813886210222,0.3076181292189007,0.004098360655737705
0.002,10,0.625,122.5337383187385,0.011571841851494697,0.7029893924783028,0.2854387656702025,0.0030737704918032786
0.002,10,0.625,126.88621285797235,0.009643201542912247,0.6036644165863067,0.3866923818707811,0.0020491803278688526
0.002,10,0.625,131.72587324717543,0.006750241080038573,0.5853423336547734,0.40790742526518803,0.0
0.002,10,0.625,137.2158034674972,0.0057859209257473485,0.5776277724204436,0.4165863066538091,0.0
0.002,10,0.625,143.5806192876206,0.0057859209257473485,0.6046287367405979,0.38958534233365477,0.0
0.002,10,0.625,151.12090748822354,0.006750241080038573,0.6171648987463838,0.3760848601735776,0.0
0.002,10,0.625,160.19579252839088,0.006750241080038573,0.6422372227579557,0.3510125361620058,0.0
0.002,10,0.625,171.10911494738463,0.007714561234329798,0.656702025072324,0.3355834136933462,0.0
0.002,10,0.625,183.87445188001587,0.008678881388621022,0.6808100289296046,0.3105110896817743,0.0
0.002,10,0.625,198.08575235040416,0.009643201542912247,0.695274831243973,0.29508196721311475,0.0
0.002,10,0.625,213.1554219136412,0.011571841851494697,0.7174541947926711,0.2709739633558341,0.0
0.002,10,0.625,228.63459156755098,0.010607521697203472,0.7213114754098361,0.26808100289296044,0.0
0.002,10,0.625,244.28426426841278,0.01832208293153327,0.7203471552555448,0.26133076181292186,0.0
0.002,10,0.625,259.99999999999994,0.008678881388621022,0.7319189971070396,0.25940212150433944,0.0
0.002,11,0.6875,34.99999999999999,0.06171648987463838,0.7695274831243973,0.16875602700096431,0.011270491803278689
0.002,11,0.6875,50.50432701434706,0.08678881388621022,0.3423336547733848,0.570877531340405,0.07274590163934426
0.002,11,0.6875,62.844824112624806,0.07714561234329798,0.3837994214079074,0.5390549662487946,0.060450819672131145
0.002,11,0.6875,70.76884601578779,0.0665380906460945,0.42815814850530376,0.5053037608486017,0.042008196721311473
0.002,11,0.6875,76.45004146747542,0.05689488910318226,0.4503375120540019,0.4927675988428158,0.031762295081967214
0.002,11,0.6875,81.03660623863144,0.05303760848601736,0.4648023143683703,0.4821600771456123,0.036885245901639344
0.002,11,0.6875,85.01576044541493,0.04243008678881389,0.4783027965284474,0.4792671166827387,0.02151639344262295
0.002,11,0.6875,88.62915570681062,0.04532304725168756,0.48601735776277727,0.4686595949855352,0.028688524590163935
0.002,11,0.6875,92.01543416959255,0.04628736740597879,0.49855351976856316,0.45515911282545807,0.030737704918032786
0.002,11,0.6875,95.26417661238666,0.05014464802314368,0.5207328833172613,0.42912246865959497,0.02663934426229508
0.002,11,0.6875,100.0,0.040501446480231434,0.5689488910318226,0.390549662487946,0.01331967213114754
0.002,11,0.6875,101.59235973731411,0.03953712632594021,0.5824493731918997,0.3780135004821601,0.010245901639344262
0.002,11,0.6875,104.76646316410954,0.033751205400192864,0.6055930568948891,0.36065573770491804,0.0030737704918032786
0.002,11,0.6875,108.00359056176528,0.022179363548698167,0.6239151398264223,0.35390549662487947,0.0030737704918032786
0.002,11,0.6875,111.34667556232345,0.01832208293153327,0.6509161041465766,0.33076181292189005,0.005122950819672131
0.002,11,0.6875,114.84323844475158,0.019286403085824494,0.660559305689489,0.3201542912246866,0.005122950819672131
0.002,11,0.6875,118.54919016105582,0.013500482160077145,0.6750241080038573,0.3114754098360656,0.004098360655737705
0.002,11,0.6875,122.5337383187385,0.01446480231436837,0.6981677917068466,0.28736740597878496,0.006147540983606557
0.002,11,0.6875,126.88621285797235,0.01253616200578592,0.6837029893924783,0.3037608486017358,0.004098360655737705
0.002,11,0.6875,131.72587324717543,0.007714561234329798,0.6055930568948891,0.3866923818707811,0.0020491803278688526
0.002,11,0.6875,137.2158034674972,0.0057859209257473485,0.6190935390549662,0.3751205400192864,0.0010245901639344263
0.002,11,0.6875,143.5806192876206,0.0057859209257473485,0.6316297010607522,0.36258437801350046,0.0
0.002,11,0.6875,151.12090748822354,0.006750241080038573,0.6374156219864995,0.3558341369334619,0.0
0.002,11,0.6875,160.19579252839088,0.006750241080038573,0.6586306653809064,0.33461909353905495,0.0
0.002,11,0.6875,171.10911494738463,0.007714561234329798,0.6808100289296046,0.3114754098360656,0.0
0.002,11,0.6875,183.87445188001587,0.008678881388621022,0.7029893924783028,0.28833172613307617,0.0
0.002,11,0.6875,198.08575235040416,0.010607521697203472,0.7184185149469624,0.2709739633558341,0.0
0.002,11,0.6875,213.1554219136412,0.011571841851494697,0.7415621986499518,0.24686595949855353,0.0
0.002,11,0.6875,228.63459156755098,0.010607521697203472,0.7415621986499518,0.24783027965284474,0.0
0.002,11,0.6875,244.28426426841278,0.01446480231436837,0.7540983606557377,0.23143683702989393,0.0
0.002,11,0.6875,259.99999999999994,0.009643201542912247,0.7415621986499518,0.24879459980713597,0.0
0.002,12,0.75,34.99999999999999,0.0665380906460945,0.772420443587271,0.16104146576663453,0.014344262295081968
0.002,12,0.75,50.50432701434706,0.10318225650916105,0.33751205400192863,0.5593056894889104,0.08504098360655737
0.002,12,0.75,62.844824112624806,0.08775313404050145,0.38476374156219867,0.5274831243972999,0.07274590163934426
0.002,12,0.75,70.76884601578779,0.07521697203471553,0.42719382835101255,0.49758919961427195,0.05430327868852459
0.002,12,0.75,76.45004146747542,0.07232401157184185,0.4416586306653809,0.48601735776277727,0.0430327868852459
0.002,12,0.75,81.03660623863144,0.05785920925747348,0.4503375120540019,0.4918032786885246,0.031762295081967214
0.002,12,0.75,85.01576044541493,0.04918032786885246,0.4455159112825458,0.5053037608486017,0.02971311475409836
0.002,12,0.75,88.62915570681062,0.04725168756027001,0.4570877531340405,0.4956605593056895,0.027663934426229508
0.002,12,0.75,92.01543416959255,0.054966248794599805,0.46673095467695275,0.4783027965284474,0.0389344262295082
0.002,12,0.75,95.26417661238666,0.05978784956605593,0.49662487945998074,0.44358727097396333,0.031762295081967214
0.002,12,0.75,100.0,0.037608486017357765,0.5612343297974928,0.40115718418514945,0.009221311475409836
0.002,12,0.75,101.59235973731411,0.03664416586306654,0.5737704918032787,0.38958534233365477,0.00819672131147541
0.002,12,0.75,104.76646316410954,0.024108003857280617,0.609450337512054,0.36644165863066536,0.0030737704918032786
0.002,12,0.75,108.00359056176528,0.020250723240115717,0.6229508196721312,0.35679845708775315,0.004098360655737705
0.002,12,0.75,111.34667556232345,0.01832208293153327,0.6364513018322083,0.3452266152362584,0.006147540983606557
0.002,12,0.75,114.84323844475158,0.019286403085824494,0.6576663452266153,0.32304725168756027,0.006147540983606557
0.002,12,0.75,118.54919016105582,0.01639344262295082,0.6711668273866924,0.3124397299903568,0.007172131147540984
0.002,12,0.75,122.5337383187385,0.01446480231436837,0.6808100289296046,0.304725168756027,0.006147540983606557
0.002,12,0.75,126.88621285797235,0.013500482160077145,0.6981677917068466,0.28833172613307617,0.005122950819672131
0.002,12,0.75,131.72587324717543,0.011571841851494697,0.5660559305689489,0.4223722275795564,0.004098360655737705
0.002,12,0.75,137.2158034674972,0.009643201542912247,0.570877531340405,0.41947926711668276,0.004098360655737705
0.002,12,0.75,143.5806192876206,0.009643201542912247,0.5737704918032787,0.4165863066538091,0.004098360655737705
0.002,12,0.75,151.12090748822354,0.010607521697203472,0.5853423336547734,0.40405014464802314,0.004098360655737705
0.002,12,0.75,160.19579252839088,0.009643201542912247,0.609450337512054,0.3809064609450338,0.0030737704918032786
0.002,12,0.75,171.10911494738463,0.011571841851494697,0.630665380906461,0.35776277724204436,0.0020491803278688526
0.002,12,0.75,183.87445188001587,0.01253616200578592,0.6692381870781099,0.31822565091610416,0.0010245901639344263
0.002,12,0.75,198.08575235040416,0.01253616200578592,0.6846673095467696,0.30279652844744454,0.0
0.002,12,0.75,213.1554219136412,0.011571841851494697,0.7000964320154291,0.28833172613307617,0.0
0.002,12,0.75,228.63459156755098,0.010607521697203472,0.7135969141755063,0.2757955641272903,0.0
0.002,12,0.75,244.28426426841278,0.01253616200578592,0.7299903567984571,0.25747348119575697,0.0
0.002,12,0.75,259.99999999999994,0.010607521697203472,0.7232401157184185,0.266152362584378,0.0
0.002,13,0.8125,34.99999999999999,0.07328833172613308,0.7685631629701061,0.15814850530376084,0.0194672131147541
0.002,13,0.8125,50.50432701434706,0.12343297974927676,0.3452266152362584,0.5313404050144648,0.09938524590163934
0.002,13,0.8125,62.844824112624806,0.09450337512054002,0.3944069431051109,0.5110896817743491,0.06147540983606557
0.002,13,0.8125,70.76884601578779,0.0781099324975892,0.42912246865959497,0.4927675988428158,0.04405737704918033
0.002,13,0.8125,76.45004146747542,0.0742526518804243,0.43587270973963355,0.48987463837994216,0.0389344262295082
0.002,13,0.8125,81.03660623863144,0.07328833172613308,0.43105110896817744,0.4956605593056895,0.0430327868852459
0.002,13,0.8125,85.01576044541493,0.058823529411764705,0.43683702989392476,0.5043394406943105,0.03381147540983607
0.002,13,0.8125,88.62915570681062,0.055930568948891035,0.4445515911282546,0.49951783992285437,0.03483606557377049
0.002,13,0.8125,92.01543416959255,0.05689488910318226,0.46287367405978785,0.4802314368370299,0.035860655737704916
0.002,13,0.8125,95.26417661238666,0.06943105110896818,0.5004821600771456,0.43008678881388623,0.039959016393442626
0.002,13,0.8125,100.0,0.03664416586306654,0.6036644165863067,0.35969141755062684,0.006147540983606557
0.002,13,0.8125,101.59235973731411,0.03471552555448409,0.6171648987463838,0.3481195756991321,0.005122950819672131
0.002,13,0.8125,104.76646316410954,0.023143683702989394,0.6354869816779171,0.3413693346190935,0.0010245901639344263
0.002,13,0.8125,108.00359056176528,0.019286403085824494,0.6403085824493732,0.3404050144648023,0.004098360655737705
0.002,13,0.8125,111.34667556232345,0.01832208293153327,0.6615236258437801,0.3201542912246866,0.005122950819672131
0.002,13,0.8125,114.84323844475158,0.019286403085824494,0.6740597878495661,0.30665380906460943,0.00819672131147541
0.002,13,0.8125,118.54919016105582,0.017357762777242044,0.6682738669238187,0.31436837029893927,0.00819672131147541
0.002,13,0.8125,122.5337383187385,0.01446480231436837,0.6808100289296046,0.304725168756027,0.006147540983606557
0.002,13,0.8125,126.88621285797235,0.01446480231436837,0.6991321118611379,0.28640308582449375,0.006147540983606557
0.002,13,0.8125,131.72587324717543,0.013500482160077145,0.6586306653809064,0.32786885245901637,0.006147540983606557
0.002,13,0.8125,137.2158034674972,0.011571841851494697,0.6730954676952748,0.3153326904532305,0.005122950819672131
0.002,13,0.8125,143.5806192876206,0.011571841851494697,0.6663452266152362,0.32208293153326906,0.004098360655737705
0.002,13,0.8125,151.12090748822354,0.01253616200578592,0.6779170684667309,0.3095467695274831,0.004098360655737705
0.002,13,0.8125,160.19579252839088,0.011571841851494697,0.6875602700096431,0.3008678881388621,0.004098360655737705
0.002,13,0.8125,171.10911494738463,0.020250723240115717,0.6991321118611379,0.2806171648987464,0.004098360655737705
0.002,13,0.8125,183.87445188001587,0.019286403085824494,0.7107039537126326,0.2700096432015429,0.005122950819672131
0.002,13,0.8125,198.08575235040416,0.01832208293153327,0.7193828351012537,0.26229508196721313,0.004098360655737705
0.002,13,0.8125,213.1554219136412,0.01832208293153327,0.7251687560270009,0.25650916104146576,0.0030737704918032786
0.002,13,0.8125,228.63459156755098,0.01639344262295082,0.7540983606557377,0.22950819672131148,0.0020491803278688526
0.002,13,0.8125,244.28426426841278,0.013500482160077145,0.7685631629701061,0.21793635486981677,0.0010245901639344263
0.002,13,0.8125,259.99999999999994,0.011571841851494697,0.7483124397299904,0.24011571841851495,0.0
0.002,14,0.875,34.99999999999999,0.08678881388621022,0.759884281581485,0.15332690453230471,0.030737704918032786
0.002,14,0.875,50.50432701434706,0.15429122468659595,0.3095467695274831,0.5361620057859209,0.11168032786885246
0.002,14,0.875,62.844824112624806,0.1369334619093539,0.3326904532304725,0.5303760848601736,0.09221311475409837
0.002,14,0.875,70.76884601578779,0.12439729990356799,0.36933461909353904,0.506268081002893,0.09016393442622951
0.002,14,0.875,76.45004146747542,0.11764705882352941,0.33847637415621984,0.5438765670202508,0.11577868852459017
0.002,14,0.875,81.03660623863144,0.09932497589199614,0.36065573770491804,0.5400192864030858,0.06967213114754098
0.002,14,0.875,85.01576044541493,0.08100289296046287,0.36837029893924783,0.5506268081002893,0.0430327868852459
0.002,14,0.875,88.62915570681062,0.06364513018322084,0.3857280617164899,0.5506268081002893,0.02663934426229508
0.002,14,0.875,92.01543416959255,0.0742526518804243,0.33365477338476374,0.5920925747348119,0.040983606557377046
0.002,14,0.875,95.26417661238666,0.07521697203471553,0.3857280617164899,0.5390549662487946,0.06967213114754098
0.002,14,0.875,100.0,0.05689488910318226,0.4339440694310511,0.5091610414657667,0.08504098360655737
0.002,14,0.875,101.59235973731411,0.058823529411764705,0.4821600771456123,0.45901639344262296,0.12397540983606557
0.002,14,0.875,104.76646316410954,0.05110896817743491,0.5004821600771456,0.4484088717454195,0.12192622950819672
0.002,14,0.875,108.00359056176528,0.05303760848601736,0.4570877531340405,0.48987463837994216,0.17827868852459017
0.002,14,0.875,111.34667556232345,0.041465766634522665,0.4609450337512054,0.49758919961427195,0.03381147540983607
0.002,14,0.875,114.84323844475158,0.05110896817743491,0.43201542912246865,0.5168756027000965,0.08709016393442623
0.002,14,0.875,118.54919016105582,0.05689488910318226,0.4165863066538091,0.5265188042430087,0.1403688524590164
0.002,14,0.875,122.5337383187385,0.03664416586306654,0.4927675988428158,0.47058823529411764,0.10245901639344263
0.002,14,0.875,126.88621285797235,0.05110896817743491,0.4686595949855352,0.4802314368370299,0.14549180327868852
0.002,14,0.875,131.72587324717543,0.06171648987463838,0.31436837029893927,0.6239151398264223,0.12704918032786885
0.002,14,0.875,137.2158034674972,0.05110896817743491,0.3018322082931533,0.6470588235294118,0.07581967213114754
0.002,14,0.875,143.5806192876206,0.05014464802314368,0.18900675024108005,0.7608486017357763,0.08299180327868852
0.002,14,0.875,151.12090748822354,0.05689488910318226,0.2073288331726133,0.7357762777242044,0.13831967213114754
0.002,14,0.875,160.19579252839088,0.06460945033751206,0.14754098360655737,0.7878495660559306,0.13831967213114754
0.002,14,0.875,171.10911494738463,0.04725168756027001,0.21407907425265188,0.7386692381870781,0.0778688524590164
0.002,14,0.875,183.87445188001587,0.04918032786885246,0.19575699132111862,0.7550626808100289,0.07684426229508197
0.002,14,0.875,198.08575235040416,0.04725168756027001,0.2227579556412729,0.7299903567984571,0.1762295081967213
0.002,14,0.875,213.1554219136412,0.022179363548698167,0.5419479267116682,0.43587270973963355,0.007172131147540984
0.002,14,0.875,228.63459156755098,0.02507232401157184,0.630665380906461,0.3442622950819672,0.00819672131147541
0.002,14,0.875,244.28426426841278,0.01639344262295082,0.6914175506268081,0.29218900675024106,0.005122950819672131
0.002,14,0.875,259.99999999999994,0.01253616200578592,0.6798457087753134,0.3076181292189007,0.0
0.002,15,0.9375,34.99999999999999,0.13018322082931533,0.7357762777242044,0.13404050144648022,0.07581967213114754
0.002,15,0.9375,50.50432701434706,0.3201542912246866,0.17357762777242045,0.506268081002893,0.2776639344262295
0.002,15,0.9375,62.844824112624806,0.304725168756027,0.22082931533269046,0.47444551591128253,0.2612704918032787
0.002,15,0.9375,70.76884601578779,0.2796528447444552,0.2690453230472517,0.4513018322082932,0.23565573770491804
0.002,15,0.9375,76.45004146747542,0.25265188042430087,0.29508196721311475,0.4522661523625844,0.2069672131147541
0.002,15,0.9375,81.03660623863144,0.22468659594985535,0.29893924783027964,0.476374156219865,0.17725409836065573
0.002,15,0.9375,85.01576044541493,0.20250723240115717,0.3095467695274831,0.4879459980713597,0.15368852459016394
0.002,15,0.9375,88.62915570681062,0.16682738669238187,0.3191899710703954,0.5139826422372228,0.11577868852459017
0.002,15,0.9375,92.01543416959255,0.15429122468659595,0.33751205400192863,0.5081967213114754,0.10245901639344263
0.002,15,0.9375,95.26417661238666,0.1446480231436837,0.3837994214079074,0.47155255544840885,0.09221311475409837
0.002,15,0.9375,100.0,0.08003857280617165,0.5303760848601736,0.38958534233365477,0.0389344262295082
0.002,15,0.9375,101.59235973731411,0.07521697203471553,0.5602700096432015,0.36451301832208294,0.040983606557377046
0.002,15,0.9375,104.76646316410954,0.05400192864030858,0.6354869816779171,0.3105110896817743,0.03483606557377049
0.002,15,0.9375,108.00359056176528,0.05303760848601736,0.6470588235294118,0.29990356798457085,0.03790983606557377
0.002,15,0.9375,111.34667556232345,0.044358727097396335,0.656702025072324,0.29893924783027964,0.02971311475409836
0.002,15,0.9375,114.84323844475158,0.040501446480231434,0.6538090646094503,0.3056894889103182,0.02971311475409836
0.002,15,0.9375,118.54919016105582,0.03664416586306654,0.6489874638379942,0.31436837029893927,0.02663934426229508
0.002,15,0.9375,122.5337383187385,0.03182256509161042,0.6528447444551592,0.3153326904532305,0.0235655737704918
0.002,15,0.9375,126.88621285797235,0.029893924783027964,0.6730954676952748,0.2970106075216972,0.02151639344262295
0.002,15,0.9375,131.72587324717543,0.027965284474445518,0.6769527483124397,0.29508196721311475,0.017418032786885244
0.002,15,0.9375,137.2158034674972,0.02892960462873674,0.6904532304725168,0.2806171648987464,0.018442622950819672
0.002,15,0.9375,143.5806192876206,0.027965284474445518,0.7020250723240116,0.2700096432015429,0.018442622950819672
0.002,15,0.9375,151.12090748822354,0.02892960462873674,0.7087753134040502,0.26229508196721313,0.017418032786885244
0.002,15,0.9375,160.19579252839088,0.03471552555448409,0.7184185149469624,0.24686595949855353,0.0194672131147541
0.002,15,0.9375,171.10911494738463,0.04243008678881389,0.733847637415622,0.22372227579556414,0.02663934426229508
0.002,15,0.9375,183.87445188001587,0.03857280617164899,0.7473481195756991,0.21407907425265188,0.0235655737704918
0.002,15,0.9375,198.08575235040416,0.03471552555448409,0.7618129218900676,0.2034715525554484,0.0194672131147541
0.002,15,0.9375,213.1554219136412,0.037608486017357765,0.7733847637415622,0.18900675024108005,0.018442622950819672
0.002,15,0.9375,228.63459156755098,0.033751205400192864,0.7945998071359691,0.171648987463838,0.018442622950819672
0.002,15,0.9375,244.28426426841278,0.02700096432015429,0.7994214079074252,0.17357762777242045,0.01331967213114754
0.002,15,0.9375,259.99999999999994,0.021215043394406944,0.7415621986499518,0.23722275795564127,0.0030737704918032786
