decision_date,decision_idx,estimation_start,estimation_end,window_observations,mu_hat,sigma_hat,rf_annual,gamma,w_star,w_long_only
2019-03-01,793,2017-02-28,2019-02-28,504,0.16555263395037062,0.25614277462806717,0.024399999999999998,1.5,1.4342785658610337,1.0
2019-03-01,793,2017-02-28,2019-02-28,504,0.16555263395037062,0.25614277462806717,0.024399999999999998,3.0,0.7171392829305169,0.7171392829305169
2019-03-01,793,2017-02-28,2019-02-28,504,0.16555263395037062,0.25614277462806717,0.024399999999999998,5.0,0.43028356975831006,0.43028356975831006
2019-04-01,814,2017-03-29,2019-03-29,504,0.18806710776067148,0.25882157145056756,0.024300000000000002,1.5,1.6298006274074006,1.0
2019-04-01,814,2017-03-29,2019-03-29,504,0.18806710776067148,0.25882157145056756,0.024300000000000002,3.0,0.8149003137037003,0.8149003137037003
2019-04-01,814,2017-03-29,2019-03-29,504,0.18806710776067148,0.25882157145056756,0.024300000000000002,5.0,0.48894018822222013,0.48894018822222013
2019-05-01,835,2017-04-28,2019-04-30,504,0.21582410279477532,0.2598696212280745,0.024300000000000002,1.5,1.8906935848716329,1.0
2019-05-01,835,2017-04-28,2019-04-30,504,0.21582410279477532,0.2598696212280745,0.024300000000000002,3.0,0.9453467924358164,0.9453467924358164
2019-05-01,835,2017-04-28,2019-04-30,504,0.21582410279477532,0.2598696212280745,0.024300000000000002,5.0,0.5672080754614898,0.5672080754614898
2019-06-03,857,2017-05-31,2019-05-31,504,0.11604285514762211,0.2667859039502854,0.0235,1.5,0.8668139196744853,0.8668139196744853
2019-06-03,857,2017-05-31,2019-05-31,504,0.11604285514762211,0.2667859039502854,0.0235,3.0,0.43340695983724264,0.43340695983724264
2019-06-03,857,2017-05-31,2019-05-31,504,0.11604285514762211,0.2667859039502854,0.0235,5.0,0.2600441759023456,0.2600441759023456
2019-07-01,877,2017-06-28,2019-06-28,504,0.21082852718579298,0.2668297954835417,0.022099999999999998,1.5,1.7671672118385378,1.0
2019-07-01,877,2017-06-28,2019-06-28,504,0.21082852718579298,0.2668297954835417,0.022099999999999998,3.0,0.8835836059192689,0.8835836059192689
2019-07-01,877,2017-06-28,2019-06-28,504,0.21082852718579298,0.2668297954835417,0.022099999999999998,5.0,0.5301501635515614,0.5301501635515614
2019-08-01,899,2017-07-31,2019-07-31,504,0.22822051224080595,0.2678158177654872,0.0207,1.5,1.928844975776546,1.0
2019-08-01,899,2017-07-31,2019-07-31,504,0.22822051224080595,0.2678158177654872,0.0207,3.0,0.964422487888273,0.964422487888273
2019-08-01,899,2017-07-31,2019-07-31,504,0.22822051224080595,0.2678158177654872,0.0207,5.0,0.5786534927329638,0.5786534927329638
2019-09-03,921,2017-08-30,2019-08-30,504,0.17664634152638087,0.2738529433957368,0.019799999999999998,1.5,1.3942745746176277,1.0
2019-09-03,921,2017-08-30,2019-08-30,504,0.17664634152638087,0.2738529433957368,0.019799999999999998,3.0,0.6971372873088139,0.6971372873088139
2019-09-03,921,2017-08-30,2019-08-30,504,0.17664634152638087,0.2738529433957368,0.019799999999999998,5.0,0.4182823723852883,0.4182823723852883
2019-10-01,941,2017-09-28,2019-09-30,504,0.23956573819677496,0.2750610875214925,0.0182,1.5,1.9505668245672512,1.0
2019-10-01,941,2017-09-28,2019-09-30,504,0.23956573819677496,0.2750610875214925,0.0182,3.0,0.9752834122836256,0.9752834122836256
2019-10-01,941,2017-09-28,2019-09-30,504,0.23956573819677496,0.2750610875214925,0.0182,5.0,0.5851700473701754,0.5851700473701754
2019-11-01,964,2017-10-31,2019-10-31,504,0.25344026517227325,0.27622882951803135,0.0152,1.5,2.081545451859642,1.0
