decision_date,decision_idx,estimation_start,estimation_end,window_observations,mu_hat,sigma_hat,rf_annual,gamma,w_star,w_long_only
2023-07-03,1885,2021-06-30,2023-06-30,504,0.22606547826654377,0.29640428811582586,0.054400000000000004,3.0,0.6513175017779538,0.6513175017779538
2023-07-03,1885,2021-06-30,2023-06-30,504,0.22606547826654377,0.29640428811582586,0.054400000000000004,5.0,0.39079050106677227,0.39079050106677227
2023-08-01,1905,2021-07-29,2023-07-31,504,0.20093377860357914,0.2939473809642658,0.0554,1.5,1.1228800252232585,1.0
2023-08-01,1905,2021-07-29,2023-07-31,504,0.20093377860357914,0.2939473809642658,0.0554,3.0,0.5614400126116292,0.5614400126116292
2023-08-01,1905,2021-07-29,2023-07-31,504,0.20093377860357914,0.2939473809642658,0.0554,5.0,0.33686400756697754,0.33686400756697754
2023-09-01,1928,2021-08-31,2023-08-31,504,0.15203728571402192,0.2967213802869375,0.0553,1.5,0.7324954940086145,0.7324954940086145
2023-09-01,1928,2021-08-31,2023-08-31,504,0.15203728571402192,0.2967213802869375,0.0553,3.0,0.36624774700430723,0.36624774700430723
2023-09-01,1928,2021-08-31,2023-08-31,504,0.15203728571402192,0.2967213802869375,0.0553,5.0,0.21974864820258433,0.21974864820258433
2023-10-02,1948,2021-09-29,2023-09-29,504,0.1438106785481403,0.29735624897003265,0.0562,1.5,0.6605590478405297,0.6605590478405297
2023-10-02,1948,2021-09-29,2023-09-29,504,0.1438106785481403,0.29735624897003265,0.0562,3.0,0.33027952392026483,0.33027952392026483
2023-10-02,1948,2021-09-29,2023-09-29,504,0.1438106785481403,0.29735624897003265,0.0562,5.0,0.19816771435215888,0.19816771435215888
2023-11-01,1970,2021-10-29,2023-10-31,504,0.10620043534876453,0.2969913840001888,0.0557,1.5,0.3816947289707222,0.3816947289707222
2023-11-01,1970,2021-10-29,2023-10-31,504,0.10620043534876453,0.2969913840001888,0.0557,3.0,0.1908473644853611,0.1908473644853611
2023-11-01,1970,2021-10-29,2023-10-31,504,0.10620043534876453,0.2969913840001888,0.0557,5.0,0.11450841869121668,0.11450841869121668
2023-12-01,1991,2021-11-30,2023-11-30,504,0.13438903423232584,0.2955144279224916,0.054299999999999994,1.5,0.6113985704934907,0.6113985704934907
2023-12-01,1991,2021-11-30,2023-11-30,504,0.13438903423232584,0.2955144279224916,0.054299999999999994,3.0,0.30569928524674533,0.30569928524674533
2023-12-01,1991,2021-11-30,2023-11-30,504,0.13438903423232584,0.2955144279224916,0.054299999999999994,5.0,0.18341957114804722,0.18341957114804722
2024-01-02,2011,2021-12-29,2023-12-29,504,0.08330552870335169,0.28983243744788884,0.0546,1.5,0.22781394922111772,0.22781394922111772
2024-01-02,2011,2021-12-29,2023-12-29,504,0.08330552870335169,0.28983243744788884,0.0546,3.0,0.11390697461055886,0.11390697461055886
2024-01-02,2011,2021-12-29,2023-12-29,504,0.08330552870335169,0.28983243744788884,0.0546,5.0,0.06834418476633533,0.06834418476633533
2024-02-01,2032,2022-01-28,2024-01-31,504,0.12131309372871832,0.2905943040646932,0.0542,1.5,0.5298364169560253,0.5298364169560253
2024-02-01,2032,2022-01-28,2024-01-31,504,0.12131309372871832,0.2905943040646932,0.0542,3.0,0.2649182084780127,0.2649182084780127
2024-02-01,2032,2022-01-28,2024-01-31,504,0.12131309372871832,0.2905943040646932,0.0542,5.0,0.15895092508680758,0.15895092508680758
2024-03-01,2052,2022-02-28,2024-02-29,504,0.09186764465961472,0.28336098165864976,0.0542,1.5,0.3127498492140959,0.3127498492140959
2024-03-01,2052,2022-02-28,2024-02-29,504,0.09186764465961472,0.28336098165864976,0.0542,3.0,0.15637492460704794,0.15637492460704794
2024-03-01,2052,2022-02-28,2024-02-29,504,0.09186764465961472,0.28336098165864976,0.0542,5.0,0.09382495476422878,0.09382495476422878
2024-04-01,2072,2022-03-28,2024-03-28,504,0.03568882569284811,0.280593365669751,0.054400000000000004,1.5,-0.15843640836372763,0.0
2024-04-01,2072,2022-03-28,2024-03-28,504,0.03568882569284811,0.280593365669751,0.054400000000000004,3.0,-0.07921820418186382,0.0
2024-04-01,2072,2022-03-28,2024-03-28,504,0.03568882569284811,0.280593365669751,0.054400000000000004,5.0,-0.047530922509118285,0.0
2024-05-01,2094,2022-04-28,2024-04-30,504,0.08664304235142964,0.27872650544342853,0.0546,1.5,0.2749703997779793,0.2749703997779793
2024-05-01,2094,2022-04-28,2024-04-30,504,0.08664304235142964,0.27872650544342853,0.0546,3.0,0.13748519988898966,0.13748519988898966
2024-05-01,2094,2022-04-28,2024-04-30,504,0.08664304235142964,0.27872650544342853,0.0546,5.0,0.08249111993339378,0.08249111993339378
2024-06-03,2116,2022-05-31,2024-05-31,504,0.1653225379402703,0.2623561781003641,0.0552,1.5,1.066601920815529,1.0
2024-06-03,2116,2022-05-31,2024-05-31,504,0.1653225379402703,0.2623561781003641,0.0552,3.0,0.5333009604077645,0.5333009604077645
2024-06-03,2116,2022-05-31,2024-05-31,504,0.1653225379402703,0.2623561781003641,0.0552,5.0,0.31998057624465875,0.31998057624465875
2024-07-01,2135,2022-06-28,2024-06-28,504,0.23765160983644018,0.259667725025951,0.0547,1.5,1.8088769725508358,1.0
2024-07-01,2135,2022-06-28,2024-06-28,504,0.23765160983644018,0.259667725025951,0.0547,3.0,0.9044384862754179,0.9044384862754179
2024-07-01,2135,2022-06-28,2024-06-28,504,0.23765160983644018,0.259667725025951,0.0547,5.0,0.5426630917652507,0.5426630917652507
2024-08-01,2157,2022-07-29,2024-07-31,504,0.21134128537522756,0.25858721149148284,0.0537,1.5,1.5716817941831247,1.0
2024-08-01,2157,2022-07-29,2024-07-31,504,0.21134128537522756,0.25858721149148284,0.0537,3.0,0.7858408970915624,0.7858408970915624
2024-08-01,2157,2022-07-29,2024-07-31,504,0.21134128537522756,0.25858721149148284,0.0537,5.0,0.4715045382549374,0.4715045382549374
2024-09-03,2179,2022-08-30,2024-08-30,504,0.21341688290116081,0.2566215423875831,0.0519,1.5,1.6350854115630402,1.0
2024-09-03,2179,2022-08-30,2024-08-30,504,0.21341688290116081,0.2566215423875831,0.0519,3.0,0.8175427057815201,0.8175427057815201
2024-09-03,2179,2022-08-30,2024-08-30,504,0.21341688290116081,0.2566215423875831,0.0519,5.0,0.49052562346891204,0.49052562346891204
2024-10-01,2199,2022-09-28,2024-09-30,504,0.251709226659929,0.2523121259837631,0.0471,1.5,2.142681939090649,1.0
2024-10-01,2199,2022-09-28,2024-09-30,504,0.251709226659929,0.2523121259837631,0.0471,3.0,1.0713409695453244,1.0
2024-10-01,2199,2022-09-28,2024-09-30,504,0.251709226659929,0.2523121259837631,0.0471,5.0,0.6428045817271946,0.6428045817271946
2024-11-01,2222,2022-10-31,2024-10-31,504,0.21985601304498023,0.23821066607690208,0.0461,1.5,2.041390911109326,1.0
2024-11-01,2222,2022-10-31,2024-10-31,504,0.21985601304498023,0.23821066607690208,0.0461,3.0,1.020695455554663,1.0
2024-11-01,2222,2022-10-31,2024-10-31,504,0.21985601304498023,0.23821066607690208,0.0461,5.0,0.6124172733327979,0.6124172733327979
2024-12-02,2242,2022-11-29,2024-11-29,504,0.2793076217415598,0.2237013305981922,0.0451,1.5,3.1201295768720314,1.0
2024-12-02,2242,2022-11-29,2024-11-29,504,0.2793076217415598,0.2237013305981922,0.0451,3.0,1.5600647884360157,1.0
2024-12-02,2242,2022-11-29,2024-11-29,504,0.2793076217415598,0.2237013305981922,0.0451,5.0,0.9360388730616095,0.9360388730616095
2025-01-02,2263,2022-12-29,2024-12-31,504,0.37160606665837553,0.21496711806171775,0.0436,1.5,4.732019753840212,1.0
2025-01-02,2263,2022-12-29,2024-12-31,504,0.37160606665837553,0.21496711806171775,0.0436,3.0,2.366009876920106,1.0
2025-01-02,2263,2022-12-29,2024-12-31,504,0.37160606665837553,0.21496711806171775,0.0436,5.0,1.4196059261520635,1.0
2025-02-03,2283,2023-01-30,2025-01-31,504,0.26915318249474923,0.21711857145177182,0.0434,1.5,3.192630635026081,1.0
2025-02-03,2283,2023-01-30,2025-01-31,504,0.26915318249474923,0.21711857145177182,0.0434,3.0,1.5963153175130405,1.0
2025-02-03,2283,2023-01-30,2025-01-31,504,0.26915318249474923,0.21711857145177182,0.0434,5.0,0.9577891905078244,0.9577891905078244
2025-03-03,2302,2023-02-27,2025-02-28,504,0.27837778123615353,0.21657100318359762,0.0435,1.5,3.338489849844585,1.0
2025-03-03,2302,2023-02-27,2025-02-28,504,0.27837778123615353,0.21657100318359762,0.0435,3.0,1.6692449249222925,1.0
2025-03-03,2302,2023-02-27,2025-02-28,504,0.27837778123615353,0.21657100318359762,0.0435,5.0,1.0015469549533755,1.0
2025-04-01,2323,2023-03-28,2025-03-31,504,0.19896855584425022,0.22137265510188617,0.0432,1.5,2.1190469862993764,1.0
2025-04-01,2323,2023-03-28,2025-03-31,504,0.19896855584425022,0.22137265510188617,0.0432,3.0,1.0595234931496882,1.0
2025-04-01,2323,2023-03-28,2025-03-31,504,0.19896855584425022,0.22137265510188617,0.0432,5.0,0.635714095889813,0.635714095889813
2025-05-01,2344,2023-04-27,2025-04-30,504,0.1710833962917304,0.2675674732507025,0.0431,1.5,1.1917790228552132,1.0
2025-05-01,2344,2023-04-27,2025-04-30,504,0.1710833962917304,0.2675674732507025,0.0431,3.0,0.5958895114276066,0.5958895114276066
2025-05-01,2344,2023-04-27,2025-04-30,504,0.1710833962917304,0.2675674732507025,0.0431,5.0,0.357533706856564,0.357533706856564
2025-06-02,2365,2023-05-26,2025-05-30,504,0.11673180986850568,0.2723536987557615,0.0444,1.5,0.6500870542408912,0.6500870542408912
2025-06-02,2365,2023-05-26,2025-05-30,504,0.11673180986850568,0.2723536987557615,0.0444,3.0,0.3250435271204456,0.3250435271204456
2025-06-02,2365,2023-05-26,2025-05-30,504,0.11673180986850568,0.2723536987557615,0.0444,5.0,0.19502611627226735,0.19502611627226735
2025-07-01,2385,2023-06-27,2025-06-30,504,0.09329048733507642,0.2731184755642113,0.044000000000000004,1.5,0.44052412125386703,0.44052412125386703
2025-07-01,2385,2023-06-27,2025-06-30,504,0.09329048733507642,0.2731184755642113,0.044000000000000004,3.0,0.22026206062693351,0.22026206062693351
2025-07-01,2385,2023-06-27,2025-06-30,504,0.09329048733507642,0.2731184755642113,0.044000000000000004,5.0,0.13215723637616011,0.13215723637616011
2025-08-01,2407,2023-07-28,2025-07-31,504,0.07809833849212444,0.2731206559871517,0.0435,1.5,0.3092109680914747,0.3092109680914747
2025-08-01,2407,2023-07-28,2025-07-31,504,0.07809833849212444,0.2731206559871517,0.0435,3.0,0.15460548404573735,0.15460548404573735
2025-08-01,2407,2023-07-28,2025-07-31,504,0.07809833849212444,0.2731206559871517,0.0435,5.0,0.09276329042744241,0.09276329042744241
2025-09-02,2428,2023-08-28,2025-08-29,504,0.1736682422744555,0.2746875532755688,0.042,1.5,1.1633538110561763,1.0
2025-09-02,2428,2023-08-28,2025-08-29,504,0.1736682422744555,0.2746875532755688,0.042,3.0,0.5816769055280882,0.5816769055280882
2025-09-02,2428,2023-08-28,2025-08-29,504,0.1736682422744555,0.2746875532755688,0.042,5.0,0.34900614331685287,0.34900614331685287
2025-10-01,2449,2023-09-27,2025-09-30,504,0.23923899541593152,0.27600930809385144,0.0401,1.5,1.742679795727608,1.0
2025-10-01,2449,2023-09-27,2025-09-30,504,0.23923899541593152,0.27600930809385144,0.0401,3.0,0.871339897863804,0.871339897863804
2025-10-01,2449,2023-09-27,2025-09-30,504,0.23923899541593152,0.27600930809385144,0.0401,5.0,0.5228039387182823,0.5228039387182823
2025-11-03,2472,2023-10-30,2025-10-31,504,0.2808131759106324,0.27813735302302306,0.0398,1.5,2.076973196921731,1.0
2025-11-03,2472,2023-10-30,2025-10-31,504,0.2808131759106324,0.27813735302302306,0.0398,3.0,1.0384865984608656,1.0
2025-11-03,2472,2023-10-30,2025-10-31,504,0.2808131759106324,0.27813735302302306,0.0398,5.0,0.6230919590765193,0.6230919590765193
2025-12-01,2491,2023-11-27,2025-11-28,504,0.23513248195608993,0.2775922794666351,0.0381,1.5,1.704636575802767,1.0
2025-12-01,2491,2023-11-27,2025-11-28,504,0.23513248195608993,0.2775922794666351,0.0381,3.0,0.8523182879013835,0.8523182879013835
2025-12-01,2491,2023-11-27,2025-11-28,504,0.23513248195608993,0.2775922794666351,0.0381,5.0,0.5113909727408301,0.5113909727408301
