Ny,Nt,dy,y0,nearest_y,V_nearest,V_interp,pi_nearest,pi_interp,relative_error_V_nearest,relative_error_V_interp,relative_error_pi_nearest,relative_error_pi_interp
800,1200,0.007509386733416612,0.0,-0.003754693366708306,-0.4697085686494554,-0.4662077005334937,0.4981136891665956,0.4999909932103642,0.007532565363497402,2.3145971775420112e-05,0.0037726216668085852,1.8013579271336514e-05
801,1200,0.00749999999999984,0.0,0.0,-0.46619455941229426,-0.46619455941229426,0.499987500171801,0.499987500171801,5.041948219071551e-06,5.041948219071551e-06,2.4999656397795007e-05,2.4999656397795007e-05
