lambda,frequency,strategy,band,rmse,mae,pnl_mean,pnl_q01,pnl_q05,pnl_q50,pnl_q95,pnl_q99,mean_total_cost,mean_turnover,mean_n_rebalances,mse,eta,criterion_J
0.002,252,no_trade_band,0.05,1.0024052695022034,0.7980994930376293,-0.6814841194637669,-2.630531468107992,-1.9525545065718433,-0.6329243754692584,0.4402067753939292,0.8774283664388224,0.6527453787373776,3.2579631144011088,37.92765,1.004816324325785,1.0,1.6575617030631626
0.002,252,no_trade_band,0.1,1.2863876656572848,0.995117013020926,-0.5243177162795666,-3.617140433844682,-2.50709941859047,-0.4695333958566579,1.2994924513079167,2.01745966560813,0.4501275926587489,2.247292262144998,14.38395,1.6547932263551985,1.0,2.1049208190139472
0.002,252,no_trade_band,0.2,2.2221924482834994,1.7213589890720533,-0.4333375993885238,-6.24735817047692,-3.9969752183189775,-0.32216939774722997,2.8862926467204355,4.014880470783706,0.3014185390450059,1.4963199312614033,5.0601,4.938139277208213,1.0,5.239557816253219
0.002,252,optimized_no_trade_band,0.05,1.0024052695022034,0.7980994930376293,-0.6814841194637669,-2.630531468107992,-1.9525545065718433,-0.6329243754692584,0.4402067753939292,0.8774283664388224,0.6527453787373776,3.2579631144011088,37.92765,1.004816324325785,1.0,1.6575617030631626
0.01,12,delta_bs,0.0,2.6513878439906695,2.0703246799498642,-1.6552975221382396,-7.665164489732519,-5.233800113627428,-1.5361646362516126,1.5463175135714926,3.0822638734377965,1.6005373047762366,1.5873267392197816,11.9974,7.02985749926149,1.0,8.630394804037726
0.01,12,no_trade_band,0.0,2.6513878439906695,2.0703246799498642,-1.6552975221382396,-7.665164489732519,-5.233800113627428,-1.5361646362516126,1.5463175135714926,3.0822638734377965,1.6005373047762366,1.5873267392197816,11.9974,7.02985749926149,1.0,8.630394804037726
0.01,12,no_trade_band,0.02,2.64714447944866,2.0647089917427377,-1.6415035341958832,-7.625493858539509,-5.235622122191387,-1.521054071744608,1.5616955370683405,3.0853014977361384,1.58338886762693,1.5710755536000185,9.67215,7.007373895075515,1.0,8.590762762702445
0.01,12,no_trade_band,0.05,2.644931681325674,2.057346257117797,-1.5895554922022472,-7.665896229116787,-5.253715648282322,-1.4725791240130306,1.657537224721819,3.1876647911425025,1.5230415030535582,1.5123940916542464,7.6769,6.995663598880255,1.0,8.518705101933813
0.01,12,no_trade_band,0.1,2.7125849602125722,2.110380926532256,-1.478028478000546,-7.6455683349363355,-5.3879114815326075,-1.3786318370633666,2.089966752685622,3.680830077558108,1.3866126515977537,1.3778165415839838,5.3412,7.358117166371443,1.0,8.744729817969196
0.01,12,no_trade_band,0.2,3.2886317378214955,2.553642794154596,-1.3416192346553608,-9.166913525623714,-6.488342972892591,-1.2127946694534208,3.3789886894933696,5.0658333682448635,1.1358214032179264,1.1315595965018928,2.97025,10.81509870700683,1.0,11.950920110224757
0.01,12,optimized_no_trade_band,0.05,2.644931681325674,2.057346257117797,-1.5895554922022472,-7.665896229116787,-5.253715648282322,-1.4725791240130306,1.657537224721819,3.1876647911425025,1.5230415030535582,1.5123940916542464,7.6769,6.995663598880255,1.0,8.518705101933813
0.01,26,delta_bs,0.0,2.6534119834144594,2.232510410447977,-2.1665590811564854,-6.6768316271479815,-4.957946336697113,-1.9846229328637883,0.001066998519266097,1.0973202885927966,2.126560913136343,2.111873383251719,25.9243,7.040595153727455,1.0,9.167156066863798
0.01,26,no_trade_band,0.0,2.6534119834144594,2.232510410447977,-2.1665590811564854,-6.6768316271479815,-4.957946336697113,-1.9846229328637883,0.001066998519266097,1.0973202885927966,2.126560913136343,2.111873383251719,25.9243,7.040595153727455,1.0,9.167156066863798
0.01,26,no_trade_band,0.02,2.622186428736154,2.193162408595919,-2.1208865648774626,-6.656419433463329,-4.904652708345302,-1.9427978901704464,0.06068976920290454,1.1581331283155234,2.076571244382367,2.0640408793693448,18.44955,6.875861667048065,1.0,8.952432911430432
0.01,26,no_trade_band,0.05,2.5415449133665025,2.088724146929139,-1.9724484939898796,-6.61323524138168,-4.844676089352425,-1.8218382500219619,0.3740313201649611,1.4750703614131204,1.9173378817134035,1.90786057259445,12.85505,6.459450546659142,1.0,8.376788428372546
0.01,26,no_trade_band,0.1,2.4887458015189408,1.9905718496644786,-1.7021045208402743,-6.712068826613751,-4.812994193755955,-1.6082425413342691,1.1079629308032288,2.3879964234745708,1.630251946540945,1.623121440913453,7.5131,6.193855664578154,1.0,7.8241076111191
0.01,26,no_trade_band,0.2,3.0743627833989535,2.3780853500409083,-1.4438026749255828,-8.82739148303969,-6.105082694466083,-1.3192986972304581,2.7297491146477433,4.241489924477921,1.2506204762322313,1.2467422972333546,3.5684,9.45170652394856,1.0,10.702327000180793
0.01,26,optimized_no_trade_band,0.1,2.4887458015189408,1.9905718496644786,-1.7021045208402743,-6.712068826613751,-4.812994193755955,-1.6082425413342691,1.1079629308032288,2.3879964234745708,1.630251946540945,1.623121440913453,7.5131,6.193855664578154,1.0,7.8241076111191
0.01,52,delta_bs,0.0,3.125109093260507,2.829905805087601,-2.8286210544584525,-6.816015777320982,-5.309283539870581,-2.5999665739144824,-1.1086117889515335,-0.5962751223453074,2.7908813205467706,2.7730707078020096,51.6167,9.766306844779509,1.0,12.557188165326279
0.01,52,no_trade_band,0.0,3.125109093260507,2.829905805087601,-2.8286210544584525,-6.816015777320982,-5.309283539870581,-2.5999665739144824,-1.1086117889515335,-0.5962751223453074,2.7908813205467706,2.7730707078020096,51.6167,9.766306844779509,1.0,12.557188165326279
0.01,52,no_trade_band,0.02,3.024854278409034,2.7110183649756525,-2.7089554880735394,-6.757206694319802,-5.222043523739607,-2.4808451538154017,-0.9450416830954852,-0.4095963963185591,2.6655702375576222,2.6521977105671284,32.25745,9.149743405609438,1.0,11.81531364316706
0.01,52,no_trade_band,0.05,2.7525230656852777,2.3875224325795585,-2.3729016271717462,-6.473879977163487,-4.907461633113541,-2.185889388621696,-0.4268904060726564,0.24924358915163677,2.319237309358685,2.311075081388794,19.2565,7.576383227129479,1.0,9.895620536488163
0.01,52,no_trade_band,0.1,2.4913369178668496,2.0434047777329636,-1.9075799914452793,-6.188952457586293,-4.729511932955176,-1.7977813048443962,0.5253058281903407,1.4962580196395627,1.8393608176537644,1.8334194590987845,9.61135,6.206759638326293,1.0,8.046120455980057
0.01,52,no_trade_band,0.2,2.9642021416161253,2.293550865869314,-1.52888558865367,-8.49234482219369,-5.849473099800087,-1.4009280037310297,2.357233451304479,3.749605388299395,1.3404150325925155,1.3351500773888725,4.06595,8.786494336361624,1.0,10.12690936895414
0.01,52,optimized_no_trade_band,0.1,2.4913369178668496,2.0434047777329636,-1.9075799914452793,-6.188952457586293,-4.729511932955176,-1.7977813048443962,0.5253058281903407,1.4962580196395627,1.8393608176537644,1.8334194590987845,9.61135,6.206759638326293,1.0,8.046120455980057
0.01,126,delta_bs,0.0,4.357156703715964,4.088728550254369,-4.088728550254369,-8.028172421961138,-6.798860601683257,-3.9414118662621362,-1.9407138651517997,-1.531231866942135,4.0440140268117295,4.018923561458372,124.29495,18.98481454073697,1.0,23.0288285675487
0.01,126,no_trade_band,0.0,4.357156703715964,4.088728550254369,-4.088728550254369,-8.028172421961138,-6.798860601683257,-3.9414118662621362,-1.9407138651517997,-1.531231866942135,4.0440140268117295,4.018923561458372,124.29495,18.98481454073697,1.0,23.0288285675487
0.01,126,no_trade_band,0.02,4.008551405837803,3.707703313302073,-3.707703313302073,-7.720528197615059,-6.468960913674344,-3.546242274403338,-1.5584226531069034,-1.1335831542606187,3.659805785474019,3.6454826860172003,62.56135,16.068484373244228,1.0,19.72829015871825
0.01,126,no_trade_band,0.05,3.251058953757714,2.914227053072682,-2.912986587486777,-6.866662858853478,-5.580771730539843,-2.716439508654,-0.9229599556851121,-0.3575923108845841,2.859486243646571,2.852378552841386,29.34315,10.569384320808204,1.0,13.428870564454776
0.01,126,no_trade_band,0.1,2.6584319921283344,2.241087138785303,-2.177630252408922,-6.287233658134366,-4.8922266366628575,-2.0562496371281953,0.09610758997374727,0.9774894125624788,2.0868581513373505,2.0824729064787433,12.36225,7.067260656771425,1.0,9.154118808108775
0.01,126,no_trade_band,0.2,2.8697563235081676,2.2373537670741293,-1.611243001035741,-8.089381818068109,-5.532827819015441,-1.5016976695711168,2.0216442758046256,3.285223422478683,1.4421285171849207,1.4339304195468046,4.65625,8.235501356315115,1.0,9.677629873500036
0.01,126,optimized_no_trade_band,0.1,2.6584319921283344,2.241087138785303,-2.177630252408922,-6.287233658134366,-4.8922266366628575,-2.0562496371281953,0.09610758997374727,0.9774894125624788,2.0868581513373505,2.0824729064787433,12.36225,7.067260656771425,1.0,9.154118808108775
0.01,252,delta_bs,0.0,5.893467033672512,5.551874974899474,-5.551874974899474,-10.073076678317333,-8.909844422548714,-5.432274018977823,-2.5660636030381374,-2.011026385072177,5.490339951359872,5.456529227687245,247.7692,34.73295367698468,1.0,40.22329362834455
0.01,252,no_trade_band,0.0,5.893467033672512,5.551874974899474,-5.551874974899474,-10.073076678317333,-8.909844422548714,-5.432274018977823,-2.5660636030381374,-2.011026385072177,5.490339951359872,5.456529227687245,247.7692,34.73295367698468,1.0,40.22329362834455
0.01,252,no_trade_band,0.02,5.052668191096941,4.665101456522994,-4.665101456522994,-9.28190295566258,-8.057856008121231,-4.493347500792325,-1.8659152955987275,-1.3812549619438779,4.608365057857761,4.594253761321508,98.56275,25.52945584932283,1.0,30.13782090718059
0.01,252,no_trade_band,0.05,3.698118165208547,3.321791358219937,-3.32134245786204,-7.569991207232765,-6.324642270176581,-3.0798735605780774,-1.0995021556450995,-0.5094168131471154,3.263726893686888,3.2579631144011088,37.92765,13.67607796384543,1.0,16.939804857532316
0.01,252,no_trade_band,0.1,2.803018876029545,2.391798681447333,-2.3455631726223216,-6.432226455403977,-5.088638073296666,-2.206643941976866,-0.05854370761683392,0.7693543345846021,2.2506379632937445,2.247292262144998,14.38395,7.856914819377934,1.0,10.107552782671679
0.01,252,no_trade_band,0.2,2.7994903154896087,2.198411305428136,-1.6541388510603294,-7.600151895218392,-5.326236407144742,-1.562665733687422,1.820499591126622,3.058815822864086,1.5070926952250294,1.4963199312614033,5.0601,7.837146026520109,1.0,9.344238721745139
0.01,252,optimized_no_trade_band,0.2,2.7994903154896087,2.198411305428136,-1.6541388510603294,-7.600151895218392,-5.326236407144742,-1.562665733687422,1.820499591126622,3.058815822864086,1.5070926952250294,1.4963199312614033,5.0601,7.837146026520109,1.0,9.344238721745139
