lambda,frequency,strategy,band,rmse,mae,pnl_mean,pnl_q01,pnl_q05,pnl_q50,pnl_q95,pnl_q99,mean_total_cost,mean_turnover,mean_n_rebalances,mse,eta,criterion_J
0.0,252,no_trade_band,0.02,0.4743916896637015,0.36396256723354525,-0.005583814854529886,-1.201187951556879,-0.7679404771208092,-0.007092086325033886,0.7689031509211559,1.2028381118997864,0.0,4.594253761321508,98.56275,0.22504747522198168,1.0,0.22504747522198168
0.0,252,no_trade_band,0.05,0.6705590471402545,0.5255876532586675,-0.021519534864198806,-1.6722734650181825,-1.1202368971172099,-0.012379593690611812,1.06697132756802,1.5120260033656059,0.0,3.2579631144011088,37.92765,0.44964943570164606,1.0,0.44964943570164606
0.0,252,no_trade_band,0.1,1.1629504169823943,0.8988148172909066,-0.06900635219387809,-3.2368131148961115,-1.9893179274249724,-0.02482373494200374,1.724451186172753,2.443384687614792,0.0,2.247292262144998,14.38395,1.352453672359525,1.0,1.352453672359525
0.0,252,no_trade_band,0.2,2.1804398398546856,1.6982942142234,-0.12813728647057818,-5.928191208020627,-3.6813626799035717,-0.007621971128799032,3.1733481188976476,4.267015402654002,0.0,1.4963199312614033,5.0601,4.754317895225526,1.0,4.754317895225526
0.0,252,optimized_no_trade_band,0.0,0.4355211980760002,0.32560792187229015,-0.0002648829633050422,-1.1392546220247257,-0.6940461050834036,-0.005317570682553539,0.7137903829854121,1.1418748743356686,0.0,5.456529227687245,247.7692,0.18967871397355462,1.0,0.18967871397355462
0.0005,12,delta_bs,0.0,1.9532953589667672,1.4791814858833414,-0.11394431077785307,-5.53061491187477,-3.3045928491822183,-0.0878718094922406,3.0482809723130146,4.5086706940480665,0.08002686523881183,1.5873267392197816,11.9974,3.815362759361112,1.0,3.895389624599924
0.0005,12,no_trade_band,0.0,1.9532953589667672,1.4791814858833414,-0.11394431077785307,-5.53061491187477,-3.3045928491822183,-0.0878718094922406,3.0482809723130146,4.5086706940480665,0.08002686523881183,1.5873267392197816,11.9974,3.815362759361112,1.0,3.895389624599924
0.0005,12,no_trade_band,0.02,1.9585748134410317,1.4856372368306683,-0.11659730993118307,-5.528790673319044,-3.30835120409165,-0.08633059879655197,3.0495071945023318,4.498692691171431,0.0791694433813465,1.5710755536000185,9.67215,3.836015299845572,1.0,3.9151847432269187
0.0005,12,no_trade_band,0.05,1.9923353317965782,1.5193310922939434,-0.12260049401768511,-5.607139277884108,-3.407393365603761,-0.07934577579171775,3.0593297611746775,4.503782027691735,0.07615207515267793,1.5123940916542464,7.6769,3.9694000743249815,1.0,4.045552149477659
0.0005,12,no_trade_band,0.1,2.1516049584568884,1.6602204737819761,-0.14216900295943424,-5.773727231904294,-3.7536494041666377,-0.09332140975551134,3.303405233259378,4.7614931883189975,0.0693306325798877,1.3778165415839838,5.3412,4.629403897256267,1.0,4.698734529836155
0.0005,12,no_trade_band,0.2,2.901439328879351,2.2634456737076376,-0.2467004790931272,-7.940914341824024,-5.185916932241887,-0.1254505849823886,4.267889054917377,5.805448736814854,0.05679107016089632,1.1315595965018928,2.97025,8.41835017916786,1.0,8.475141249328756
0.0005,12,optimized_no_trade_band,0.0,1.9532953589667672,1.4791814858833414,-0.11394431077785307,-5.53061491187477,-3.3045928491822183,-0.0878718094922406,3.0482809723130146,4.5086706940480665,0.08002686523881183,1.5873267392197816,11.9974,3.815362759361112,1.0,3.895389624599924
0.0005,26,delta_bs,0.0,1.34443259134533,1.0064499725792944,-0.12043360763360195,-3.7920950990724345,-2.3095572464508214,-0.11389540722564001,2.0587940806741982,3.2553599735174803,0.10632804565681715,2.111873383251719,25.9243,1.8074989926715193,1.0,1.9138270383283364
0.0005,26,no_trade_band,0.0,1.34443259134533,1.0064499725792944,-0.12043360763360195,-3.7920950990724345,-2.3095572464508214,-0.11389540722564001,2.0587940806741982,3.2553599735174803,0.10632804565681715,2.111873383251719,25.9243,1.8074989926715193,1.0,1.9138270383283364
0.0005,26,no_trade_band,0.02,1.3519679319393128,1.0156817928542015,-0.12273770325676367,-3.78643099483742,-2.3232070976109873,-0.11655023888355487,2.069393611998621,3.247001146058567,0.10382856221911836,2.0640408793693448,18.44955,1.8278172889922621,1.0,1.9316458512113805
0.0005,26,no_trade_band,0.05,1.415838943494121,1.07581219746674,-0.12729427808382432,-3.8901532107300083,-2.444386024831673,-0.11450758467606192,2.152627448549036,3.3576724505085016,0.09586689408567019,1.90786057259445,12.85505,2.0045999139145487,1.0,2.100466808000219
