lambda,time,S,delta_bs,position_delta_bs,position_optimized,optimized_band
0.0,0.9206349206349206,99.44552886220359,0.48311419403956224,0.48311419403956224,0.48311419403956224,0.0
0.0,0.9246031746031745,101.58747622443572,0.6337172981771357,0.6337172981771357,0.6337172981771357,0.0
0.0,0.9285714285714285,101.13238530332882,0.6041530527882877,0.6041530527882877,0.6041530527882877,0.0
0.0,0.9325396825396824,103.78585622507619,0.7785459673477038,0.7785459673477038,0.7785459673477038,0.0
0.0,0.9365079365079365,103.2122495628895,0.7510452742941146,0.7510452742941146,0.7510452742941146,0.0
0.0,0.9404761904761905,101.71881931007081,0.6547052115286192,0.6547052115286192,0.6547052115286192,0.0
0.0,0.9444444444444444,101.83929189124696,0.6677716756454902,0.6677716756454902,0.6677716756454902,0.0
0.0,0.9484126984126984,101.34001052882059,0.6324903540351183,0.6324903540351183,0.6324903540351183,0.0
0.0,0.9523809523809523,103.63235852418428,0.805425631159308,0.805425631159308,0.805425631159308,0.0
0.0,0.9563492063492063,104.78748306937362,0.8771652140218661,0.8771652140218661,0.8771652140218661,0.0
0.0,0.9603174603174602,106.38398800526807,0.9444355375379562,0.9444355375379562,0.9444355375379562,0.0
0.0,0.9642857142857142,107.25953607009664,0.97075270364397,0.97075270364397,0.97075270364397,0.0
0.0,0.9682539682539681,110.67757015181223,0.9980279408226128,0.9980279408226128,0.9980279408226128,0.0
0.0,0.9722222222222222,111.81733106438097,0.9996431022842585,0.9996431022842585,0.9996431022842585,0.0
0.0,0.9761904761904762,112.59519925751019,0.999946660530945,0.999946660530945,0.999946660530945,0.0
0.0,0.9801587301587301,111.45130115411514,0.9999470396879668,0.9999470396879668,0.9999470396879668,0.0
0.0,0.9841269841269841,110.20802082177468,0.999948344871396,0.999948344871396,0.999948344871396,0.0
0.0,0.988095238095238,110.49043190564683,0.9999978189798914,0.9999978189798914,0.9999978189798914,0.0
0.0,0.992063492063492,111.91474127769234,0.9999999998818159,0.9999999998818159,0.9999999998818159,0.0
0.0,0.9960317460317459,113.52780662704896,1.0,1.0,1.0,0.0
0.0005,0.0,100.0,0.579259709439103,0.579259709439103,0.579259709439103,0.02
0.0005,0.003968253968253968,98.2455318053901,0.5441619254667258,0.5441619254667258,0.5441619254667258,0.02
0.0005,0.007936507936507936,99.8460349660527,0.5759212418138073,0.5759212418138073,0.5759212418138073,0.02
0.0005,0.011904761904761904,98.78029460810997,0.5545151066748277,0.5545151066748277,0.5545151066748277,0.02
0.0005,0.015873015873015872,98.48172096273316,0.5482716137638253,0.5482716137638253,0.5545151066748277,0.02
0.0005,0.01984126984126984,98.41171144917399,0.5466285735160329,0.5466285735160329,0.5545151066748277,0.02
0.0005,0.023809523809523808,97.52060039321938,0.5281221740906668,0.5281221740906668,0.5281221740906668,0.02
0.0005,0.027777777777777776,95.87729230889917,0.49350213050184527,0.49350213050184527,0.49350213050184527,0.02
0.0005,0.031746031746031744,96.68734689772919,0.5102208103951741,0.5102208103951741,0.49350213050184527,0.02
0.0005,0.03571428571428571,97.15129879915277,0.5196364763633105,0.5196364763633105,0.5196364763633105,0.02
0.0005,0.03968253968253968,94.81274849655654,0.46979428782558497,0.46979428782558497,0.46979428782558497,0.02
0.0005,0.04365079365079365,97.68192677968486,0.530159845620288,0.530159845620288,0.530159845620288,0.02
0.0005,0.047619047619047616,98.9046806255062,0.5551769354298152,0.5551769354298152,0.5551769354298152,0.02
0.0005,0.051587301587301584,97.98626153406306,0.5359870207715773,0.5359870207715773,0.5551769354298152,0.02
0.0005,0.05555555555555555,99.12998864472847,0.5593839511890332,0.5593839511890332,0.5551769354298152,0.02
0.0005,0.05952380952380952,98.57198009934953,0.5476790869431891,0.5476790869431891,0.5551769354298152,0.02
0.0005,0.06349206349206349,98.52009355969395,0.5463769057830168,0.5463769057830168,0.5551769354298152,0.02
0.0005,0.06746031746031746,99.52781200124016,0.5669560950238186,0.5669560950238186,0.5551769354298152,0.02
0.0005,0.07142857142857142,97.98777124357056,0.5347638451592367,0.5347638451592367,0.5347638451592367,0.02
0.0005,0.07539682539682539,98.72477278002496,0.5499662243582162,0.5499662243582162,0.5347638451592367,0.02
0.0005,0.07936507936507936,100.50419616168675,0.586327286927704,0.586327286927704,0.586327286927704,0.02
0.0005,0.08333333333333333,102.21689368712215,0.6201955022272179,0.6201955022272179,0.6201955022272179,0.02
0.0005,0.0873015873015873,101.85591465824722,0.6130635145276874,0.6130635145276874,0.6201955022272179,0.02
0.0005,0.09126984126984126,103.04574572723347,0.6360882102850417,0.6360882102850417,0.6201955022272179,0.02
0.0005,0.09523809523809523,100.98591947913789,0.5955362000295308,0.5955362000295308,0.5955362000295308,0.02
0.0005,0.0992063492063492,100.80885448691808,0.5918321474728855,0.5918321474728855,0.5955362000295308,0.02
0.0005,0.10317460317460317,101.4054923016135,0.6037601731092531,0.6037601731092531,0.5955362000295308,0.02
0.0005,0.10714285714285714,99.72711114778949,0.5692726055636912,0.5692726055636912,0.5692726055636912,0.02
0.0005,0.1111111111111111,99.64825105178097,0.5674456285730999,0.5674456285730999,0.5692726055636912,0.02
0.0005,0.11507936507936507,101.86152282136167,0.6126275889975974,0.6126275889975974,0.6126275889975974,0.02
0.0005,0.11904761904761904,105.30259629251066,0.6783034807900381,0.6783034807900381,0.6783034807900381,0.02
0.0005,0.12301587301587301,106.36430088155792,0.6973245209241472,0.6973245209241472,0.6783034807900381,0.02
0.0005,0.12698412698412698,107.50613275086536,0.7170787397056682,0.7170787397056682,0.7170787397056682,0.02
0.0005,0.13095238095238093,106.24033861050867,0.6953657229963401,0.6953657229963401,0.6953657229963401,0.02
0.0005,0.1349206349206349,104.65875528823634,0.6666950320281838,0.6666950320281838,0.6666950320281838,0.02
0.0005,0.1388888888888889,102.83749216597727,0.6316972091757898,0.6316972091757898,0.6316972091757898,0.02
0.0005,0.14285714285714285,103.5661915621723,0.645948756782331,0.645948756782331,0.6316972091757898,0.02
0.0005,0.1468253968253968,104.57688907199707,0.6653055581263061,0.6653055581263061,0.6653055581263061,0.02
0.0005,0.15079365079365079,103.73723099417764,0.6492817412425516,0.6492817412425516,0.6653055581263061,0.02
0.0005,0.15476190476190477,102.16808224977605,0.6181116922482102,0.6181116922482102,0.6181116922482102,0.02
0.0005,0.15873015873015872,102.5245559725267,0.6252712920639153,0.6252712920639153,0.6181116922482102,0.02
0.0005,0.16269841269841268,102.95403657735747,0.6338567450273689,0.6338567450273689,0.6181116922482102,0.02
0.0005,0.16666666666666666,102.80897602863324,0.6309260118524439,0.6309260118524439,0.6181116922482102,0.02
