gamma,y,x,V_num_t0,V_exact_t0,Vx_num_t0,Vxx_num_t0,pi_num_t0,pi_exact_t0
3.0,-1.395,0.24783303636722875,-7.590058409640848,-7.590161122476949,61.26057349664932,-741.628727885582,0.12390412721330128,0.12391651818361435
3.0,-1.3800000000000001,0.25157855305975646,-7.365738283008256,-7.365837960221289,58.56495399844825,-698.4396330097906,0.12577669829403987,0.1257892765298782
3.0,-1.365,0.2553806759880777,-7.14804781803262,-7.148144549338802,55.98794854618781,-657.7656752182137,0.12767756966251043,0.1276903379940388
3.0,-1.35,0.2592402606458915,-6.936791078600918,-6.936884951064953,53.524337823156706,-619.4603843295698,0.1296071690228062,0.12962013032294573
3.0,-1.335,0.2631581754560287,-6.7317779193874,-6.731869017500845,51.169132175722204,-583.3858199220477,0.13156593054291094,0.13157908772801433
3.0,-1.32,0.26713530196585034,-6.532823814709972,-6.532912220467281,48.91756150757555,-549.412074598556,0.13355429495243232,0.13356765098292514
3.0,-1.3050000000000002,0.27117253504559985,-6.339749692444619,-6.339835485416939,46.76506561865823,-517.4168061798758,0.13557270964175266,0.1355862675227999
3.0,-1.29,0.27527078308975234,-6.152381772848408,-6.152465030255207,44.70728496919692,-487.28479714070755,0.13762162876267808,0.13763539154487614
3.0,-1.2750000000000001,0.2794309682214073,-5.97055141214599,-5.970632208924554,42.740051850146735,-458.9075397018953,0.1397015133306935,0.1397154841107036
3.0,-1.26,0.2836540264997704,-5.794094950738815,-5.794173359611694,40.85938194215652,-432.1828450855972,0.1418128313285919,0.14182701324988517
3.0,-1.245,0.2879409081307702,-5.622853565900446,-5.622929657440926,39.061466245958606,-407.0144755251762,0.1439560578117906,0.14397045406538508
3.0,-1.23,0.2922925776808594,-5.45667312882539,-5.456746971520986,37.34266336784496,-383.3117977050217,0.14613167501531768,0.14614628884042968
